"","ID","Scenario","hy.share"
"3197","197","S5",1.12
"3198","198","S5",1.12
"3199","199","S5",1.23
"3200","200","S5",1.26
"3201","201","S5",1.26
"3202","202","S5",1.08
"3203","203","S5",1.11
"3204","204","S5",1.25
"3205","205","S5",1.09
"3206","206","S5",1.35
"3207","207","S5",1.18
"3208","208","S5",1.02
"3209","209","S5",1.11
"3210","210","S5",1.07
"3211","211","S5",1
"3212","212","S5",1.09
"3213","213","S5",1.12
"3214","214","S5",1.09
"3215","215","S5",1.12
"3216","216","S5",0.93
"3217","217","S5",1.29
"3218","218","S5",1.14
"3219","219","S5",1.17
"3220","220","S5",1.03
"3221","221","S5",1.09
"3222","222","S5",1.08
"3223","223","S5",1.05
"3224","224","S5",1.17
"3225","225","S5",0.97
"3226","226","S5",1.47
"3227","227","S5",1.25
"3228","228","S5",1.27
"3229","229","S5",1.23
"3230","230","S5",1.02
"3231","231","S5",1.22
"3232","232","S5",1.15
"3233","233","S5",1.11
"3234","234","S5",1.5
"3235","235","S5",1.32
"3236","236","S5",1.21
"3237","237","S5",0.98
"3238","238","S5",1.14
"3239","239","S5",1.16
"3240","240","S5",1.2
"3241","241","S5",1.05
"3242","242","S5",1.16
"3243","243","S5",1.13
"3244","244","S5",1.28
"3245","245","S5",1.14
"3246","246","S5",1.07
"3247","247","S5",0.93
"3248","248","S5",1.05
"3249","249","S5",1.25
"3250","250","S5",1.19
"3251","251","S5",1.01
"3252","252","S5",0.88
"3253","253","S5",1.13
"3254","254","S5",1.19
"3255","255","S5",1.1
"3256","256","S5",1.12
"3257","257","S5",1.15
"3258","258","S5",1.15
"3259","259","S5",1.41
"3260","260","S5",1.37
"3261","261","S5",1.28
"3262","262","S5",1.2
"3263","263","S5",1.28
"3264","264","S5",1.13
"3265","265","S5",1
"3266","266","S5",1.12
"3267","267","S5",1.2
"3268","268","S5",1.25
"3269","269","S5",1.18
"3270","270","S5",0.88
"3271","271","S5",1.07
"3272","272","S5",1.02
"3273","273","S5",1.13
"3274","274","S5",1.24
"3275","275","S5",1.08
"3276","276","S5",1.24
"3277","277","S5",1.17
"3278","278","S5",1.13
"3279","279","S5",1.08
"3280","280","S5",0.97
"3281","281","S5",1.27
"3282","282","S5",1.09
"3283","283","S5",1.08
"3284","284","S5",1.36
"3285","285","S5",1.2
"3286","286","S5",1.04
"3287","287","S5",1.18
"3288","288","S5",1.07
"3289","289","S5",1.2
"3290","290","S5",1.02
"3291","291","S5",0.91
"3292","292","S5",1.1
"3293","293","S5",1.19
"3294","294","S5",1.08
"3295","295","S5",1.09
"3296","296","S5",1.32
"3297","297","S5",1.08
"3298","298","S5",1.07
"3299","299","S5",1.2
"3300","300","S5",1.17
"3301","301","S5",1.22
"3302","302","S5",1.23
"3303","303","S5",1.08
"3304","304","S5",1.24
"3305","305","S5",1.2
"3306","306","S5",1.16
"3307","307","S5",1.2
"3308","308","S5",1.28
"3309","309","S5",1.02
"3310","310","S5",1.23
"3311","311","S5",1.19
"3312","312","S5",1.04
"3313","313","S5",1.14
"3314","314","S5",1.1
"3315","315","S5",1.17
"3316","316","S5",1.21
"3317","317","S5",1.11
"3318","318","S5",1.35
"3319","319","S5",0.94
"3320","320","S5",0.99
"3321","321","S5",1.03
"3322","322","S5",1.29
"3323","323","S5",1.14
"3324","324","S5",0.99
"3325","325","S5",1.22
"3326","326","S5",0.93
"3327","327","S5",1.36
"3328","328","S5",1.24
"3329","329","S5",1.18
"3330","330","S5",1.14
"3331","331","S5",1.05
"3332","332","S5",1.11
"3333","333","S5",1.14
"3334","334","S5",1.35
"3335","335","S5",1.19
"3336","336","S5",1.29
"3337","337","S5",1.04
"3338","338","S5",1.02
"3339","339","S5",1.2
"3340","340","S5",1.18
"3341","341","S5",0.96
"3342","342","S5",1.09
"3343","343","S5",1.03
"3344","344","S5",0.89
"3345","345","S5",1.04
"3346","346","S5",1.15
"3347","347","S5",1.18
"3348","348","S5",1.31
"3349","349","S5",1.08
"3350","350","S5",1.39
"3351","351","S5",1.31
"3352","352","S5",1.09
"3353","353","S5",1.12
"3354","354","S5",1.13
"3355","355","S5",1.05
"3356","356","S5",1.18
"3357","357","S5",1.19
"3358","358","S5",1.03
"3359","359","S5",1.1
"3360","360","S5",0.94
"3361","361","S5",1.05
"3362","362","S5",1.17
"3363","363","S5",0.87
"3364","364","S5",1.25
"3365","365","S5",0.93
"3366","366","S5",0.85
"3367","367","S5",1.25
"3368","368","S5",1.19
"3369","369","S5",1.2
"3370","370","S5",1.13
"3371","371","S5",1.27
"3372","372","S5",1.01
"3373","373","S5",1.18
"3374","374","S5",0.83
"3375","375","S5",1.07
"3376","376","S5",1.13
"3377","377","S5",1.15
"3378","378","S5",1.14
"3379","379","S5",1.05
"3380","380","S5",1.01
"3381","381","S5",1.09
"3382","382","S5",1.21
"3383","383","S5",1.06
"3384","384","S5",1.23
"3385","385","S5",1.17
"3386","386","S5",1.01
"3387","387","S5",1.18
"3388","388","S5",1.07
"3389","389","S5",1.29
"3390","390","S5",1.03
"3391","391","S5",1.21
"3392","392","S5",1.15
"3393","393","S5",1
"3394","394","S5",1.18
"3395","395","S5",1.06
"3396","396","S5",1.11
"3397","397","S5",1.09
"3398","398","S5",1.17
"3399","399","S5",1.01
"3400","400","S5",1.28
"3401","401","S5",1.03
"3402","402","S5",0.99
"3403","403","S5",1.07
"3404","404","S5",0.99
"3405","405","S5",1.04
"3406","406","S5",1.19
"3407","407","S5",1.22
"3408","408","S5",1.2
"3409","409","S5",1.28
"3410","410","S5",1.27
"3411","411","S5",0.96
"3412","412","S5",1.23
"3413","413","S5",1.18
"3414","414","S5",1.11
"3415","415","S5",1.24
"3416","416","S5",1.23
"3417","417","S5",1.09
"3418","418","S5",1.11
"3419","419","S5",1.19
"3420","420","S5",1.02
"3421","421","S5",1.04
"3422","422","S5",1.03
"3423","423","S5",0.98
"3424","424","S5",1.34
"3425","425","S5",1.13
"3426","426","S5",1.2
"3427","427","S5",1.1
"3428","428","S5",1.39
"3429","429","S5",1.12
"3430","430","S5",1.04
"3431","431","S5",1.12
"3432","432","S5",0.92
"3433","433","S5",1.03
"3434","434","S5",1.23
"3435","435","S5",1.05
"3436","436","S5",1.05
"3437","437","S5",1.26
"3438","438","S5",1.2
"3439","439","S5",1.14
"3440","440","S5",1.24
"3441","441","S5",1.09
"3442","442","S5",1.13
"3443","443","S5",1.28
"3444","444","S5",1.19
"3445","445","S5",1.36
"3446","446","S5",1.31
"3447","447","S5",1.14
"3448","448","S5",1.47
"3449","449","S5",1.1
"3450","450","S5",1.29
"3451","451","S5",1.15
"3452","452","S5",1.15
"3453","453","S5",1.28
"3454","454","S5",1.05
"3455","455","S5",1.16
"3456","456","S5",1.21
"3457","457","S5",0.86
"3458","458","S5",1.12
"3459","459","S5",0.88
"3460","460","S5",1.12
"3461","461","S5",1.17
"3462","462","S5",1.19
"3463","463","S5",1.14
"3464","464","S5",1.24
"3465","465","S5",1.16
"3466","466","S5",1.32
"3467","467","S5",1.15
"3468","468","S5",1.26
"3469","469","S5",1.03
"3470","470","S5",1.15
"3471","471","S5",1.16
"3472","472","S5",1.22
"3473","473","S5",1.19
"3474","474","S5",0.99
"3475","475","S5",1.18
"3476","476","S5",1.28
"3477","477","S5",0.95
"3478","478","S5",1.2
"3479","479","S5",1.13
"3480","480","S5",1.19
"3481","481","S5",1.28
"3482","482","S5",1.45
"3483","483","S5",1.14
"3484","484","S5",1.24
"3485","485","S5",1.07
"3486","486","S5",1.23
"3487","487","S5",1.08
"3488","488","S5",1.32
"3489","489","S5",1.13
"3490","490","S5",1.12
"3491","491","S5",1.23
"3492","492","S5",1.13
"3493","493","S5",1.3
"3494","494","S5",1.02
"3495","495","S5",1.24
"3496","496","S5",1.13
"3497","497","S5",0.96
"3498","498","S5",1.17
"3499","499","S5",1.38
"3500","500","S5",1
"3501","1","S6",1.09
"3502","2","S6",0.94
"3503","3","S6",0.85
"3504","4","S6",1.03
"3505","5","S6",0.95
"3506","6","S6",1.01
"3507","7","S6",0.94
"3508","8","S6",0.98
"3509","9","S6",1.09
"3510","10","S6",1.04
"3511","11","S6",1.21
"3512","12","S6",0.8
"3513","13","S6",0.96
"3514","14","S6",1.04
"3515","15","S6",1.04
"3516","16","S6",0.91
"3517","17","S6",0.93
"3518","18","S6",0.93
"3519","19","S6",0.88
"3520","20","S6",0.8
"3521","21","S6",0.9
"3522","22","S6",0.82
"3523","23","S6",0.94
"3524","24","S6",0.99
"3525","25","S6",1.08
"3526","26","S6",1.08
"3527","27","S6",0.91
"3528","28","S6",0.84
"3529","29","S6",0.9
"3530","30","S6",0.88
"3531","31","S6",0.87
"3532","32","S6",0.8
"3533","33","S6",0.85
"3534","34","S6",0.83
"3535","35","S6",0.81
"3536","36","S6",1.01
"3537","37","S6",1.09
"3538","38","S6",0.91
"3539","39","S6",0.95
"3540","40","S6",0.87
"3541","41","S6",0.99
"3542","42","S6",0.95
"3543","43","S6",0.99
"3544","44","S6",0.77
"3545","45","S6",0.89
"3546","46","S6",0.88
"3547","47","S6",0.79
"3548","48","S6",1.09
"3549","49","S6",0.96
"3550","50","S6",0.66
"3551","51","S6",0.88
"3552","52","S6",0.83
"3553","53","S6",1.03
"3554","54","S6",0.84
"3555","55","S6",0.88
"3556","56","S6",0.98
"3557","57","S6",0.84
"3558","58","S6",0.9
"3559","59","S6",0.96
"3560","60","S6",0.95
"3561","61","S6",0.85
"3562","62","S6",0.86
"3563","63","S6",0.98
"3564","64","S6",0.9
"3565","65","S6",1.01
"3566","66","S6",0.86
"3567","67","S6",0.96
"3568","68","S6",1.11
"3569","69","S6",0.77
"3570","70","S6",0.94
"3571","71","S6",0.85
"3572","72","S6",0.85
"3573","73","S6",0.9
"3574","74","S6",0.79
"3575","75","S6",0.96
"3576","76","S6",1.01
"3577","77","S6",0.93
"3578","78","S6",0.86
"3579","79","S6",0.97
"3580","80","S6",1.01
"3581","81","S6",1.06
"3582","82","S6",1.01
"3583","83","S6",0.88
"3584","84","S6",0.95
"3585","85","S6",0.95
"3586","86","S6",0.89
"3587","87","S6",0.91
"3588","88","S6",0.87
"3589","89","S6",1.06
"3590","90","S6",0.78
"3591","91","S6",0.78
"3592","92","S6",0.97
"3593","93","S6",0.98
"3594","94","S6",0.94
"3595","95","S6",0.79
"3596","96","S6",0.89
"3597","97","S6",0.81
"3598","98","S6",0.81
"3599","99","S6",0.77
"3600","100","S6",0.8
"3601","101","S6",0.73
"3602","102","S6",0.84
"3603","103","S6",0.94
"3604","104","S6",0.9
"3605","105","S6",0.93
"3606","106","S6",0.78
"3607","107","S6",0.93
"3608","108","S6",0.8
"3609","109","S6",0.89
"3610","110","S6",1
"3611","111","S6",0.91
"3612","112","S6",0.98
"3613","113","S6",0.81
"3614","114","S6",0.84
"3615","115","S6",0.8
"3616","116","S6",0.93
"3617","117","S6",0.86
"3618","118","S6",0.95
"3619","119","S6",0.95
"3620","120","S6",0.91
"3621","121","S6",1.06
"3622","122","S6",0.89
"3623","123","S6",0.85
"3624","124","S6",1.07
"3625","125","S6",0.96
"3626","126","S6",0.89
"3627","127","S6",0.96
"3628","128","S6",0.99
"3629","129","S6",0.98
"3630","130","S6",0.8
"3631","131","S6",0.82
"3632","132","S6",1.02
"3633","133","S6",0.94
"3634","134","S6",0.93
"3635","135","S6",0.91
"3636","136","S6",0.97
"3637","137","S6",0.81
"3638","138","S6",1.04
"3639","139","S6",0.8
"3640","140","S6",1.06
"3641","141","S6",0.95
"3642","142","S6",1.05
"3643","143","S6",0.94
"3644","144","S6",0.89
"3645","145","S6",0.88
"3646","146","S6",0.83
"3647","147","S6",0.85
"3648","148","S6",1
"3649","149","S6",1.11
"3650","150","S6",1.03
"3651","151","S6",0.89
"3652","152","S6",0.99
"3653","153","S6",0.86
"3654","154","S6",0.96
"3655","155","S6",0.89
"3656","156","S6",0.78
"3657","157","S6",0.84
"3658","158","S6",0.82
"3659","159","S6",0.88
"3660","160","S6",1.08
"3661","161","S6",0.86
"3662","162","S6",1.06
"3663","163","S6",0.9
"3664","164","S6",0.86
"3665","165","S6",0.88
"3666","166","S6",0.98
"3667","167","S6",0.8
"3668","168","S6",0.87
"3669","169","S6",0.89
"3670","170","S6",0.97
"3671","171","S6",1.07
"3672","172","S6",1.1
"3673","173","S6",0.84
"3674","174","S6",0.89
"3675","175","S6",0.87
"3676","176","S6",1.02
"3677","177","S6",0.93
"3678","178","S6",0.86
"3679","179","S6",0.95
"3680","180","S6",0.78
"3681","181","S6",0.97
"3682","182","S6",1.08
"3683","183","S6",0.99
"3684","184","S6",0.73
"3685","185","S6",0.98
"3686","186","S6",0.86
"3687","187","S6",0.94
"3688","188","S6",0.9
"3689","189","S6",0.99
"3690","190","S6",1
"3691","191","S6",0.84
"3692","192","S6",1.11
"3693","193","S6",0.87
"3694","194","S6",0.91
"3695","195","S6",0.98
"3696","196","S6",1.13
"3697","197","S6",0.86
"3698","198","S6",0.81
"3699","199","S6",0.88
"3700","200","S6",0.87
"3701","201","S6",0.93
"3702","202","S6",0.83
"3703","203","S6",0.75
"3704","204","S6",0.97
"3705","205","S6",0.57
"3706","206","S6",1.05
"3707","207","S6",0.89
"3708","208","S6",0.83
"3709","209","S6",1.01
"3710","210","S6",0.89
"3711","211","S6",0.77
"3712","212","S6",0.95
"3713","213","S6",0.86
"3714","214","S6",0.92
"3715","215","S6",0.83
"3716","216","S6",0.7
"3717","217","S6",0.93
"3718","218","S6",0.95
"3719","219","S6",0.76
"3720","220","S6",0.95
"3721","221","S6",0.85
"3722","222","S6",0.97
"3723","223","S6",0.9
"3724","224","S6",0.89
"3725","225","S6",0.83
"3726","226","S6",0.96
"3727","227","S6",0.84
"3728","228","S6",0.97
"3729","229","S6",0.98
"3730","230","S6",0.83
"3731","231","S6",0.82
"3732","232","S6",0.86
"3733","233","S6",0.8
"3734","234","S6",0.91
"3735","235","S6",0.94
"3736","236","S6",0.93
"3737","237","S6",0.8
"3738","238","S6",0.73
"3739","239","S6",0.83
"3740","240","S6",0.98
"3741","241","S6",0.89
"3742","242","S6",0.82
"3743","243","S6",0.96
"3744","244","S6",0.91
"3745","245","S6",0.93
"3746","246","S6",0.88
"3747","247","S6",0.86
"3748","248","S6",0.79
"3749","249","S6",1.04
"3750","250","S6",1.02
"3751","251","S6",0.99
"3752","252","S6",1.13
"3753","253","S6",0.91
"3754","254","S6",0.84
"3755","255","S6",0.78
"3756","256","S6",0.86
"3757","257","S6",0.93
"3758","258","S6",0.9
"3759","259","S6",1.02
"3760","260","S6",0.83
"3761","261","S6",0.82
"3762","262","S6",0.93
"3763","263","S6",0.87
"3764","264","S6",1.04
"3765","265","S6",0.85
"3766","266","S6",1.04
"3767","267","S6",0.93
"3768","268","S6",0.76
"3769","269","S6",0.95
"3770","270","S6",0.8
"3771","271","S6",0.73
"3772","272","S6",0.86
"3773","273","S6",0.87
"3774","274","S6",0.89
"3775","275","S6",0.83
"3776","276","S6",0.82
"3777","277","S6",0.89
"3778","278","S6",0.89
"3779","279","S6",1.01
"3780","280","S6",0.83
"3781","281","S6",1
"3782","282","S6",1.01
"3783","283","S6",0.85
"3784","284","S6",0.91
"3785","285","S6",1.06
"3786","286","S6",0.79
"3787","287","S6",0.99
"3788","288","S6",0.99
"3789","289","S6",0.91
"3790","290","S6",0.78
"3791","291","S6",0.73
"3792","292","S6",0.9
"3793","293","S6",0.93
"3794","294","S6",0.94
"3795","295","S6",0.87
"3796","296","S6",0.87
"3797","297","S6",0.9
"3798","298","S6",0.85
"3799","299","S6",1.05
"3800","300","S6",0.78
"3801","301","S6",0.89
"3802","302","S6",0.93
"3803","303","S6",0.79
"3804","304","S6",0.85
"3805","305","S6",0.94
"3806","306","S6",0.9
"3807","307","S6",0.9
"3808","308","S6",0.96
"3809","309","S6",0.75
"3810","310","S6",1.1
"3811","311","S6",0.83
"3812","312","S6",1.02
"3813","313","S6",0.91
"3814","314","S6",0.88
"3815","315","S6",0.91
"3816","316","S6",1.07
"3817","317","S6",1.15
"3818","318","S6",0.92
"3819","319","S6",0.72
"3820","320","S6",1
"3821","321","S6",0.85
"3822","322","S6",0.95
"3823","323","S6",0.91
"3824","324","S6",0.83
"3825","325","S6",1.03
"3826","326","S6",0.88
"3827","327","S6",1.06
"3828","328","S6",0.95
"3829","329","S6",0.94
"3830","330","S6",0.98
"3831","331","S6",0.81
"3832","332","S6",0.85
"3833","333","S6",0.98
"3834","334","S6",0.96
"3835","335","S6",1.07
"3836","336","S6",1.03
"3837","337","S6",0.94
"3838","338","S6",0.87
"3839","339","S6",0.93
"3840","340","S6",0.79
"3841","341","S6",0.81
"3842","342","S6",0.81
"3843","343","S6",0.85
"3844","344","S6",0.93
"3845","345","S6",0.85
"3846","346","S6",0.79
"3847","347","S6",0.86
"3848","348","S6",0.95
"3849","349","S6",0.76
"3850","350","S6",1.15
"3851","351","S6",0.86
"3852","352","S6",0.93
"3853","353","S6",0.97
"3854","354","S6",0.96
"3855","355","S6",1.09
"3856","356","S6",0.87
"3857","357","S6",1.01
"3858","358","S6",0.74
"3859","359","S6",0.92
"3860","360","S6",0.95
"3861","361","S6",0.96
"3862","362","S6",1.13
"3863","363","S6",0.94
"3864","364","S6",0.96
"3865","365","S6",0.88
"3866","366","S6",0.72
"3867","367","S6",0.95
"3868","368","S6",0.88
"3869","369","S6",1.01
"3870","370","S6",1.01
"3871","371","S6",0.82
"3872","372","S6",0.83
"3873","373","S6",0.93
"3874","374","S6",0.87
"3875","375","S6",0.87
"3876","376","S6",0.91
"3877","377","S6",0.82
"3878","378","S6",0.93
"3879","379","S6",0.89
"3880","380","S6",0.87
"3881","381","S6",1
"3882","382","S6",0.97
"3883","383","S6",0.94
"3884","384","S6",0.82
"3885","385","S6",0.83
"3886","386","S6",0.85
"3887","387","S6",0.85
"3888","388","S6",0.94
"3889","389","S6",0.93
"3890","390","S6",0.75
"3891","391","S6",0.93
"3892","392","S6",0.88
"3893","393","S6",0.77
"3894","394","S6",1.01
"3895","395","S6",0.84
"3896","396","S6",1
"3897","397","S6",0.86
"3898","398","S6",0.95
"3899","399","S6",0.98
"3900","400","S6",0.96
"3901","401","S6",0.8
"3902","402","S6",0.86
"3903","403","S6",1.07
"3904","404","S6",0.85
"3905","405","S6",1.06
"3906","406","S6",1.01
"3907","407","S6",0.98
"3908","408","S6",0.77
"3909","409","S6",1.09
"3910","410","S6",0.93
"3911","411","S6",0.87
"3912","412","S6",0.98
"3913","413","S6",1.04
"3914","414","S6",0.86
"3915","415","S6",1.09
"3916","416","S6",1.06
"3917","417","S6",0.93
"3918","418","S6",1
"3919","419","S6",0.84
"3920","420","S6",0.65
"3921","421","S6",0.95
"3922","422","S6",0.79
"3923","423","S6",1.01
"3924","424","S6",0.97
"3925","425","S6",0.9
"3926","426","S6",0.94
"3927","427","S6",0.88
"3928","428","S6",1
"3929","429","S6",0.8
"3930","430","S6",0.9
"3931","431","S6",1.11
"3932","432","S6",0.95
"3933","433","S6",0.9
"3934","434","S6",0.89
"3935","435","S6",0.88
"3936","436","S6",0.92
"3937","437","S6",0.86
"3938","438","S6",0.91
"3939","439","S6",0.87
"3940","440","S6",0.92
"3941","441","S6",0.95
"3942","442","S6",0.88
"3943","443","S6",1.06
"3944","444","S6",1.06
"3945","445","S6",0.95
"3946","446","S6",0.9
"3947","447","S6",0.93
"3948","448","S6",0.8
"3949","449","S6",0.94
"3950","450","S6",1.05
"3951","451","S6",0.88
"3952","452","S6",1.06
"3953","453","S6",0.89
"3954","454","S6",1.02
"3955","455","S6",0.86
"3956","456","S6",0.9
"3957","457","S6",0.92
"3958","458","S6",0.82
"3959","459","S6",0.89
"3960","460","S6",0.96
"3961","461","S6",1.02
"3962","462","S6",0.9
"3963","463","S6",1.05
"3964","464","S6",1.04
"3965","465","S6",1.03
"3966","466","S6",1.03
"3967","467","S6",0.85
"3968","468","S6",0.83
"3969","469","S6",0.91
"3970","470","S6",0.98
"3971","471","S6",0.96
"3972","472","S6",1
"3973","473","S6",0.94
"3974","474","S6",0.91
"3975","475","S6",0.93
"3976","476","S6",1.06
"3977","477","S6",0.9
"3978","478","S6",0.94
"3979","479","S6",1.08
"3980","480","S6",0.96
"3981","481","S6",0.96
"3982","482","S6",1.12
"3983","483","S6",0.92
"3984","484","S6",0.82
"3985","485","S6",0.89
"3986","486","S6",0.93
"3987","487","S6",0.84
"3988","488","S6",0.91
"3989","489","S6",0.92
"3990","490","S6",1.13
"3991","491","S6",0.98
"3992","492","S6",0.91
"3993","493","S6",0.95
"3994","494","S6",0.8
"3995","495","S6",0.9
"3996","496","S6",0.93
"3997","497","S6",0.85
"3998","498","S6",1.12
"3999","499","S6",1.12
"4000","500","S6",1.02
"4001","1","S7",0.88
"4002","2","S7",1.03
"4003","3","S7",0.65
"4004","4","S7",0.92
"4005","5","S7",1.01
"4006","6","S7",0.92
"4007","7","S7",0.85
"4008","8","S7",0.89
"4009","9","S7",0.94
"4010","10","S7",1
"4011","11","S7",0.99
"4012","12","S7",1
"4013","13","S7",0.91
"4014","14","S7",0.94
"4015","15","S7",0.99
"4016","16","S7",0.85
"4017","17","S7",0.86
"4018","18","S7",0.8
"4019","19","S7",0.95
"4020","20","S7",0.76
"4021","21","S7",0.86
"4022","22","S7",0.76
"4023","23","S7",1.03
"4024","24","S7",0.87
"4025","25","S7",1.02
"4026","26","S7",0.82
"4027","27","S7",0.86
"4028","28","S7",0.96
"4029","29","S7",0.82
"4030","30","S7",0.85
"4031","31","S7",1.03
"4032","32","S7",0.79
"4033","33","S7",0.9
"4034","34","S7",0.86
"4035","35","S7",0.97
"4036","36","S7",0.83
"4037","37","S7",1.03
"4038","38","S7",0.97
"4039","39","S7",0.85
"4040","40","S7",0.8
"4041","41","S7",0.94
"4042","42","S7",1
"4043","43","S7",0.97
"4044","44","S7",0.9
"4045","45","S7",0.92
"4046","46","S7",0.91
"4047","47","S7",0.82
"4048","48","S7",0.89
"4049","49","S7",0.91
"4050","50","S7",0.91
"4051","51","S7",0.69
"4052","52","S7",0.9
"4053","53","S7",0.93
"4054","54","S7",0.69
"4055","55","S7",1
"4056","56","S7",0.86
"4057","57","S7",0.87
"4058","58","S7",1.03
"4059","59","S7",0.99
"4060","60","S7",0.88
"4061","61","S7",1.06
"4062","62","S7",0.97
"4063","63","S7",1.14
"4064","64","S7",0.8
"4065","65","S7",0.9
"4066","66","S7",0.96
"4067","67","S7",0.97
"4068","68","S7",0.86
"4069","69","S7",0.92
"4070","70","S7",0.97
"4071","71","S7",0.96
"4072","72","S7",0.91
"4073","73","S7",0.9
"4074","74","S7",0.87
"4075","75","S7",0.94
"4076","76","S7",0.96
"4077","77","S7",0.78
"4078","78","S7",1.03
"4079","79","S7",0.95
"4080","80","S7",0.97
"4081","81","S7",0.93
"4082","82","S7",1.02
"4083","83","S7",0.96
"4084","84","S7",1.07
"4085","85","S7",0.93
"4086","86","S7",0.85
"4087","87","S7",0.85
"4088","88","S7",0.98
"4089","89","S7",0.9
"4090","90","S7",0.91
"4091","91","S7",1.03
"4092","92","S7",0.89
"4093","93","S7",1.05
"4094","94","S7",0.98
"4095","95","S7",0.91
"4096","96","S7",0.83
"4097","97","S7",0.78
"4098","98","S7",0.76
"4099","99","S7",0.74
"4100","100","S7",0.8
"4101","101","S7",0.85
"4102","102","S7",0.75
"4103","103","S7",0.97
"4104","104","S7",0.83
"4105","105","S7",1.05
"4106","106","S7",0.65
"4107","107","S7",0.91
"4108","108","S7",0.9
"4109","109","S7",0.95
"4110","110","S7",0.85
"4111","111","S7",0.85
"4112","112","S7",0.89
"4113","113","S7",0.94
"4114","114","S7",0.78
"4115","115","S7",0.83
"4116","116","S7",0.98
"4117","117","S7",1.11
"4118","118","S7",0.93
"4119","119","S7",0.75
"4120","120","S7",0.98
"4121","121","S7",0.97
"4122","122","S7",0.74
"4123","123","S7",0.86
"4124","124","S7",0.99
"4125","125","S7",0.95
"4126","126","S7",0.85
"4127","127","S7",0.93
"4128","128","S7",1.08
"4129","129","S7",0.75
"4130","130","S7",0.89
"4131","131","S7",0.96
"4132","132","S7",0.9
"4133","133","S7",0.74
"4134","134","S7",1.19
"4135","135","S7",0.85
"4136","136","S7",0.91
"4137","137","S7",0.84
"4138","138","S7",1.01
"4139","139","S7",0.73
"4140","140","S7",0.9
"4141","141","S7",0.83
"4142","142","S7",1.06
"4143","143","S7",0.86
"4144","144","S7",0.72
"4145","145","S7",0.76
"4146","146","S7",0.93
"4147","147","S7",0.89
"4148","148","S7",0.94
"4149","149","S7",1.03
"4150","150","S7",1.03
"4151","151","S7",0.93
"4152","152","S7",1.05
"4153","153","S7",0.97
"4154","154","S7",0.86
"4155","155","S7",0.87
"4156","156","S7",0.75
"4157","157","S7",0.71
"4158","158","S7",0.79
"4159","159","S7",1
"4160","160","S7",0.89
"4161","161","S7",1
"4162","162","S7",0.84
"4163","163","S7",0.85
"4164","164","S7",0.95
"4165","165","S7",0.97
"4166","166","S7",0.94
"4167","167","S7",0.9
"4168","168","S7",0.86
"4169","169","S7",0.89
"4170","170","S7",0.82
"4171","171","S7",1.1
"4172","172","S7",0.95
"4173","173","S7",0.95
"4174","174","S7",0.75
"4175","175","S7",0.91
"4176","176","S7",0.89
"4177","177","S7",0.9
"4178","178","S7",0.86
"4179","179","S7",0.88
"4180","180","S7",1.04
"4181","181","S7",1.15
"4182","182","S7",0.82
"4183","183","S7",1.13
"4184","184","S7",0.7
"4185","185","S7",1.04
"4186","186","S7",0.91
"4187","187","S7",0.94
"4188","188","S7",0.89
"4189","189","S7",0.85
"4190","190","S7",0.96
"4191","191","S7",0.84
"4192","192","S7",0.97
"4193","193","S7",0.98
"4194","194","S7",0.99
"4195","195","S7",0.93
"4196","196","S7",1.17
"4197","197","S7",1.15
"4198","198","S7",0.93
"4199","199","S7",0.83
"4200","200","S7",0.87
"4201","201","S7",0.83
"4202","202","S7",0.85
"4203","203","S7",0.88
"4204","204","S7",1.01
"4205","205","S7",0.72
"4206","206","S7",0.92
"4207","207","S7",0.81
"4208","208","S7",0.69
"4209","209","S7",1.04
"4210","210","S7",1.09
"4211","211","S7",0.91
"4212","212","S7",0.88
"4213","213","S7",0.88
"4214","214","S7",0.8
"4215","215","S7",0.88
"4216","216","S7",0.72
"4217","217","S7",0.84
"4218","218","S7",0.95
"4219","219","S7",1.05
"4220","220","S7",0.99
"4221","221","S7",0.91
"4222","222","S7",0.93
"4223","223","S7",0.9
"4224","224","S7",0.93
"4225","225","S7",0.86
"4226","226","S7",0.82
"4227","227","S7",0.87
"4228","228","S7",0.92
"4229","229","S7",0.87
"4230","230","S7",1.01
"4231","231","S7",0.85
"4232","232","S7",0.95
"4233","233","S7",0.88
"4234","234","S7",1
"4235","235","S7",0.94
"4236","236","S7",0.99
"4237","237","S7",0.79
"4238","238","S7",0.92
"4239","239","S7",0.83
"4240","240","S7",0.97
"4241","241","S7",1.03
"4242","242","S7",0.92
"4243","243","S7",1.01
"4244","244","S7",0.89
"4245","245","S7",0.86
"4246","246","S7",1
"4247","247","S7",0.95
"4248","248","S7",0.8
"4249","249","S7",1.12
"4250","250","S7",0.99
"4251","251","S7",0.9
"4252","252","S7",0.82
"4253","253","S7",0.89
"4254","254","S7",0.75
"4255","255","S7",0.87
"4256","256","S7",0.96
"4257","257","S7",0.88
"4258","258","S7",0.81
"4259","259","S7",0.91
"4260","260","S7",1.02
"4261","261","S7",0.95
"4262","262","S7",0.95
"4263","263","S7",0.95
"4264","264","S7",0.99
"4265","265","S7",0.93
"4266","266","S7",1.06
"4267","267","S7",0.89
"4268","268","S7",0.87
"4269","269","S7",0.9
"4270","270","S7",0.72
"4271","271","S7",0.86
"4272","272","S7",0.85
"4273","273","S7",0.89
"4274","274","S7",1.03
"4275","275","S7",0.73
