"","ID","Scenario","truck.share"
"3191","191","S5",46.61
"3192","192","S5",45.88
"3193","193","S5",45.98
"3194","194","S5",46.23
"3195","195","S5",46.19
"3196","196","S5",45.91
"3197","197","S5",46.46
"3198","198","S5",46.55
"3199","199","S5",45.66
"3200","200","S5",46.26
"3201","201","S5",45.92
"3202","202","S5",46.38
"3203","203","S5",45.72
"3204","204","S5",46.08
"3205","205","S5",46.23
"3206","206","S5",46
"3207","207","S5",46.1
"3208","208","S5",45.86
"3209","209","S5",46.44
"3210","210","S5",45.96
"3211","211","S5",45.24
"3212","212","S5",45.91
"3213","213","S5",45.27
"3214","214","S5",45.72
"3215","215","S5",45.66
"3216","216","S5",46.03
"3217","217","S5",45.76
"3218","218","S5",47.21
"3219","219","S5",46.73
"3220","220","S5",45.34
"3221","221","S5",45.33
"3222","222","S5",45.36
"3223","223","S5",45.3
"3224","224","S5",46.41
"3225","225","S5",46.34
"3226","226","S5",45.07
"3227","227","S5",46.08
"3228","228","S5",46.45
"3229","229","S5",45.69
"3230","230","S5",46.24
"3231","231","S5",45.43
"3232","232","S5",45.22
"3233","233","S5",45.37
"3234","234","S5",45.52
"3235","235","S5",45.02
"3236","236","S5",47.27
"3237","237","S5",45.2
"3238","238","S5",45.27
"3239","239","S5",46.01
"3240","240","S5",45.05
"3241","241","S5",46.41
"3242","242","S5",45.26
"3243","243","S5",45.37
"3244","244","S5",45.12
"3245","245","S5",46
"3246","246","S5",45.84
"3247","247","S5",46.14
"3248","248","S5",45.65
"3249","249","S5",45.78
"3250","250","S5",45.29
"3251","251","S5",45.13
"3252","252","S5",45.59
"3253","253","S5",45.97
"3254","254","S5",45.69
"3255","255","S5",46.52
"3256","256","S5",45.91
"3257","257","S5",45.74
"3258","258","S5",45.75
"3259","259","S5",45.26
"3260","260","S5",45.92
"3261","261","S5",44.88
"3262","262","S5",44.7
"3263","263","S5",44.92
"3264","264","S5",45.45
"3265","265","S5",47.56
"3266","266","S5",45.99
"3267","267","S5",45.55
"3268","268","S5",45.74
"3269","269","S5",46.11
"3270","270","S5",46.82
"3271","271","S5",45.83
"3272","272","S5",45.54
"3273","273","S5",45.98
"3274","274","S5",44.97
"3275","275","S5",45.58
"3276","276","S5",45.61
"3277","277","S5",45.73
"3278","278","S5",45.4
"3279","279","S5",46.02
"3280","280","S5",45.77
"3281","281","S5",45.24
"3282","282","S5",46.76
"3283","283","S5",45.49
"3284","284","S5",45.58
"3285","285","S5",45.94
"3286","286","S5",45.52
"3287","287","S5",45.82
"3288","288","S5",45.94
"3289","289","S5",46.29
"3290","290","S5",45.92
"3291","291","S5",46.1
"3292","292","S5",45.68
"3293","293","S5",46
"3294","294","S5",45.85
"3295","295","S5",45.76
"3296","296","S5",46.05
"3297","297","S5",46.3
"3298","298","S5",46.39
"3299","299","S5",46.37
"3300","300","S5",45.78
"3301","301","S5",46.66
"3302","302","S5",45.82
"3303","303","S5",45.96
"3304","304","S5",45.79
"3305","305","S5",45.42
"3306","306","S5",45.74
"3307","307","S5",45.71
"3308","308","S5",45.63
"3309","309","S5",45.38
"3310","310","S5",46.24
"3311","311","S5",46.17
"3312","312","S5",45.66
"3313","313","S5",45.57
"3314","314","S5",46.02
"3315","315","S5",45.77
"3316","316","S5",45.65
"3317","317","S5",45.77
"3318","318","S5",45.72
"3319","319","S5",46.02
"3320","320","S5",46.24
"3321","321","S5",46.6
"3322","322","S5",45.8
"3323","323","S5",45.6
"3324","324","S5",45.83
"3325","325","S5",45.54
"3326","326","S5",44.41
"3327","327","S5",46.46
"3328","328","S5",46.29
"3329","329","S5",46.01
"3330","330","S5",45.6
"3331","331","S5",46.2
"3332","332","S5",45.92
"3333","333","S5",45.29
"3334","334","S5",46.17
"3335","335","S5",45.8
"3336","336","S5",45.55
"3337","337","S5",46.25
"3338","338","S5",46.61
"3339","339","S5",46.05
"3340","340","S5",46.84
"3341","341","S5",46.12
"3342","342","S5",44.88
"3343","343","S5",45.35
"3344","344","S5",45.58
"3345","345","S5",45.67
"3346","346","S5",45.32
"3347","347","S5",46.64
"3348","348","S5",45.39
"3349","349","S5",46.26
"3350","350","S5",46.21
"3351","351","S5",45.6
"3352","352","S5",46.09
"3353","353","S5",46.13
"3354","354","S5",45.61
"3355","355","S5",45.78
"3356","356","S5",45.59
"3357","357","S5",46.24
"3358","358","S5",46.01
"3359","359","S5",45.81
"3360","360","S5",45.91
"3361","361","S5",46.24
"3362","362","S5",44.84
"3363","363","S5",45.83
"3364","364","S5",45.08
"3365","365","S5",46.09
"3366","366","S5",45.97
"3367","367","S5",46
"3368","368","S5",46.48
"3369","369","S5",46.02
"3370","370","S5",45.46
"3371","371","S5",44.94
"3372","372","S5",45.71
"3373","373","S5",45.58
"3374","374","S5",46.14
"3375","375","S5",46.21
"3376","376","S5",46.03
"3377","377","S5",45.86
"3378","378","S5",46.26
"3379","379","S5",45.06
"3380","380","S5",45.94
"3381","381","S5",46.73
"3382","382","S5",46.18
"3383","383","S5",45.77
"3384","384","S5",45.41
"3385","385","S5",45.58
"3386","386","S5",46.51
"3387","387","S5",45.6
"3388","388","S5",46.39
"3389","389","S5",46.39
"3390","390","S5",46.06
"3391","391","S5",45.87
"3392","392","S5",45.61
"3393","393","S5",46.19
"3394","394","S5",45.54
"3395","395","S5",46.59
"3396","396","S5",45.96
"3397","397","S5",45.76
"3398","398","S5",44.8
"3399","399","S5",46.33
"3400","400","S5",46.28
"3401","401","S5",45.99
"3402","402","S5",45.64
"3403","403","S5",46.07
"3404","404","S5",45.02
"3405","405","S5",46.21
"3406","406","S5",45.82
"3407","407","S5",45.99
"3408","408","S5",45.65
"3409","409","S5",46.31
"3410","410","S5",47.22
"3411","411","S5",45.69
"3412","412","S5",45.59
"3413","413","S5",45.79
"3414","414","S5",45.66
"3415","415","S5",46.04
"3416","416","S5",45.67
"3417","417","S5",45.47
"3418","418","S5",46.25
"3419","419","S5",45.6
"3420","420","S5",46.33
"3421","421","S5",45.81
"3422","422","S5",46.28
"3423","423","S5",46.22
"3424","424","S5",45.29
"3425","425","S5",45.74
"3426","426","S5",46.08
"3427","427","S5",45.57
"3428","428","S5",46.35
"3429","429","S5",46.02
"3430","430","S5",45.73
"3431","431","S5",45.79
"3432","432","S5",45.69
"3433","433","S5",45.92
"3434","434","S5",45.59
"3435","435","S5",46.31
"3436","436","S5",45.06
"3437","437","S5",45.66
"3438","438","S5",45.28
"3439","439","S5",45.97
"3440","440","S5",45.69
"3441","441","S5",46.05
"3442","442","S5",46.61
"3443","443","S5",45.54
"3444","444","S5",45.4
"3445","445","S5",45.43
"3446","446","S5",45.73
"3447","447","S5",45.59
"3448","448","S5",45.42
"3449","449","S5",46.29
"3450","450","S5",46.02
"3451","451","S5",45.66
"3452","452","S5",45.63
"3453","453","S5",45.52
"3454","454","S5",45.51
"3455","455","S5",45.7
"3456","456","S5",45.21
"3457","457","S5",45.26
"3458","458","S5",45.24
"3459","459","S5",45.75
"3460","460","S5",46.19
"3461","461","S5",45.35
"3462","462","S5",45.95
"3463","463","S5",45.36
"3464","464","S5",46.07
"3465","465","S5",45.77
"3466","466","S5",46.23
"3467","467","S5",45.55
"3468","468","S5",45.57
"3469","469","S5",46.55
"3470","470","S5",46.56
"3471","471","S5",45.69
"3472","472","S5",46.05
"3473","473","S5",46.09
"3474","474","S5",46.68
"3475","475","S5",46.28
"3476","476","S5",45.71
"3477","477","S5",45.16
"3478","478","S5",45.75
"3479","479","S5",45.72
"3480","480","S5",45.55
"3481","481","S5",46.21
"3482","482","S5",46.29
"3483","483","S5",46.43
"3484","484","S5",45.45
"3485","485","S5",45.53
"3486","486","S5",45.14
"3487","487","S5",46.39
"3488","488","S5",45.95
"3489","489","S5",44.98
"3490","490","S5",45.77
"3491","491","S5",46.03
"3492","492","S5",45.13
"3493","493","S5",45.48
"3494","494","S5",45.75
"3495","495","S5",46.09
"3496","496","S5",46.05
"3497","497","S5",45.99
"3498","498","S5",46.13
"3499","499","S5",46.17
"3500","500","S5",46.41
"3501","1","S6",44.61
"3502","2","S6",44.87
"3503","3","S6",44.4
"3504","4","S6",45.55
"3505","5","S6",44.34
"3506","6","S6",44.52
"3507","7","S6",43.9
"3508","8","S6",44.27
"3509","9","S6",44.8
"3510","10","S6",44.13
"3511","11","S6",44.19
"3512","12","S6",44.6
"3513","13","S6",44
"3514","14","S6",44.09
"3515","15","S6",44.14
"3516","16","S6",44.25
"3517","17","S6",45.43
"3518","18","S6",44.39
"3519","19","S6",44.85
"3520","20","S6",44.37
"3521","21","S6",44.34
"3522","22","S6",44.56
"3523","23","S6",44.9
"3524","24","S6",44.55
"3525","25","S6",44.78
"3526","26","S6",44.55
"3527","27","S6",45.67
"3528","28","S6",44.72
"3529","29","S6",44.78
"3530","30","S6",44.75
"3531","31","S6",44.4
"3532","32","S6",44.74
"3533","33","S6",44.76
"3534","34","S6",44.46
"3535","35","S6",44
"3536","36","S6",44.4
"3537","37","S6",44.67
"3538","38","S6",44.55
"3539","39","S6",44.73
"3540","40","S6",45.65
"3541","41","S6",44.87
"3542","42","S6",45.15
"3543","43","S6",44.49
"3544","44","S6",44.96
"3545","45","S6",45.24
"3546","46","S6",45.8
"3547","47","S6",44.91
"3548","48","S6",44.15
"3549","49","S6",44.83
"3550","50","S6",44.54
"3551","51","S6",44.77
"3552","52","S6",44.74
"3553","53","S6",45.14
"3554","54","S6",45.47
"3555","55","S6",44.11
"3556","56","S6",44.99
"3557","57","S6",44.55
"3558","58","S6",45.44
"3559","59","S6",44.56
"3560","60","S6",44.84
"3561","61","S6",45.23
"3562","62","S6",44.75
"3563","63","S6",44.64
"3564","64","S6",44.55
"3565","65","S6",45.01
"3566","66","S6",44.47
"3567","67","S6",44.41
"3568","68","S6",45.33
"3569","69","S6",44.33
"3570","70","S6",44.19
"3571","71","S6",44.48
"3572","72","S6",45.6
"3573","73","S6",45.58
"3574","74","S6",45.22
"3575","75","S6",45.67
"3576","76","S6",44.41
"3577","77","S6",44.69
"3578","78","S6",44.66
"3579","79","S6",44.89
"3580","80","S6",44.8
"3581","81","S6",45.28
"3582","82","S6",45.28
"3583","83","S6",44.66
"3584","84","S6",43.96
"3585","85","S6",44.58
"3586","86","S6",45.25
"3587","87","S6",44.71
"3588","88","S6",44.11
"3589","89","S6",44.16
"3590","90","S6",44.3
"3591","91","S6",44.56
"3592","92","S6",45.34
"3593","93","S6",43.88
"3594","94","S6",44.85
"3595","95","S6",44.83
"3596","96","S6",44.38
"3597","97","S6",44.59
"3598","98","S6",45.08
"3599","99","S6",44.85
"3600","100","S6",44.99
"3601","101","S6",45.09
"3602","102","S6",44.68
"3603","103","S6",44.8
"3604","104","S6",45.41
"3605","105","S6",44.28
"3606","106","S6",45.05
"3607","107","S6",44.84
"3608","108","S6",44.86
"3609","109","S6",44.88
"3610","110","S6",44.73
"3611","111","S6",45.33
"3612","112","S6",45.14
"3613","113","S6",45.49
"3614","114","S6",44.26
"3615","115","S6",45.72
"3616","116","S6",44.53
"3617","117","S6",44.57
"3618","118","S6",44.55
"3619","119","S6",44.78
"3620","120","S6",44.31
"3621","121","S6",44.98
"3622","122","S6",44.74
"3623","123","S6",44.74
"3624","124","S6",45.18
"3625","125","S6",44
"3626","126","S6",45.42
"3627","127","S6",45.84
"3628","128","S6",45.09
"3629","129","S6",44.56
"3630","130","S6",44.4
"3631","131","S6",44.59
"3632","132","S6",44.56
"3633","133","S6",45.26
"3634","134","S6",44.64
"3635","135","S6",45.04
"3636","136","S6",44.49
"3637","137","S6",44.1
"3638","138","S6",44.52
"3639","139","S6",44.94
"3640","140","S6",44.6
"3641","141","S6",44.34
"3642","142","S6",44.55
"3643","143","S6",44.72
"3644","144","S6",45.43
"3645","145","S6",43.67
"3646","146","S6",44.71
"3647","147","S6",45.42
"3648","148","S6",45.04
"3649","149","S6",45.09
"3650","150","S6",45
"3651","151","S6",45.69
"3652","152","S6",44.29
"3653","153","S6",44.77
"3654","154","S6",44.4
"3655","155","S6",44.86
"3656","156","S6",44.48
"3657","157","S6",45.67
"3658","158","S6",45.15
"3659","159","S6",45.37
"3660","160","S6",45
"3661","161","S6",45.78
"3662","162","S6",44.4
"3663","163","S6",45.08
"3664","164","S6",45.2
"3665","165","S6",44.64
"3666","166","S6",45.14
"3667","167","S6",44.63
"3668","168","S6",44.66
"3669","169","S6",45.36
"3670","170","S6",44.57
"3671","171","S6",44.54
"3672","172","S6",45.12
"3673","173","S6",45.8
"3674","174","S6",45.26
"3675","175","S6",44.38
"3676","176","S6",44.58
"3677","177","S6",45.84
"3678","178","S6",44.76
"3679","179","S6",45.54
"3680","180","S6",44.49
"3681","181","S6",44.82
"3682","182","S6",45.07
"3683","183","S6",44.48
"3684","184","S6",45.11
"3685","185","S6",44.29
"3686","186","S6",44.12
"3687","187","S6",44.97
"3688","188","S6",44.47
"3689","189","S6",44.66
"3690","190","S6",44.41
"3691","191","S6",44.56
"3692","192","S6",44.94
"3693","193","S6",44.52
"3694","194","S6",44.23
"3695","195","S6",44.88
"3696","196","S6",44.04
"3697","197","S6",45.33
"3698","198","S6",44.46
"3699","199","S6",44.23
"3700","200","S6",45.2
"3701","201","S6",44.58
"3702","202","S6",45.41
"3703","203","S6",44.65
"3704","204","S6",44.82
"3705","205","S6",44.77
"3706","206","S6",44.4
"3707","207","S6",44.79
"3708","208","S6",44.42
"3709","209","S6",44.9
"3710","210","S6",45.01
"3711","211","S6",45.06
"3712","212","S6",44.72
"3713","213","S6",44.31
"3714","214","S6",44.78
"3715","215","S6",43.66
"3716","216","S6",44.88
"3717","217","S6",44.23
"3718","218","S6",45.15
"3719","219","S6",45.17
"3720","220","S6",45.08
"3721","221","S6",44.66
"3722","222","S6",44.4
"3723","223","S6",43.41
"3724","224","S6",44.62
"3725","225","S6",45.39
"3726","226","S6",43.83
"3727","227","S6",44.56
"3728","228","S6",44.25
"3729","229","S6",44.61
"3730","230","S6",45.14
"3731","231","S6",44.3
"3732","232","S6",44.26
"3733","233","S6",44.53
"3734","234","S6",44.73
"3735","235","S6",44.39
"3736","236","S6",45.84
"3737","237","S6",44.27
"3738","238","S6",44.57
"3739","239","S6",45.11
"3740","240","S6",43.61
"3741","241","S6",45.04
"3742","242","S6",44.59
"3743","243","S6",44.12
"3744","244","S6",44.22
"3745","245","S6",44.92
"3746","246","S6",45.51
"3747","247","S6",44.44
"3748","248","S6",44.76
"3749","249","S6",44.82
"3750","250","S6",44.68
"3751","251","S6",43.41
"3752","252","S6",44.84
"3753","253","S6",45.7
"3754","254","S6",44.32
"3755","255","S6",45.21
"3756","256","S6",44.49
"3757","257","S6",45.03
"3758","258","S6",44.83
"3759","259","S6",44.39
"3760","260","S6",44.66
"3761","261","S6",43.3
"3762","262","S6",43.88
"3763","263","S6",43.52
"3764","264","S6",44.16
"3765","265","S6",45.39
"3766","266","S6",44.8
"3767","267","S6",44.96
"3768","268","S6",44.58
"3769","269","S6",44.69
"3770","270","S6",45.26
"3771","271","S6",45.04
"3772","272","S6",44.85
"3773","273","S6",44.52
"3774","274","S6",44.84
"3775","275","S6",44.67
"3776","276","S6",43.96
"3777","277","S6",44.97
"3778","278","S6",44.39
"3779","279","S6",45.32
"3780","280","S6",44.05
"3781","281","S6",44.02
"3782","282","S6",45.01
"3783","283","S6",44.34
"3784","284","S6",44.98
"3785","285","S6",44.94
"3786","286","S6",44.21
"3787","287","S6",44.64
"3788","288","S6",44.9
"3789","289","S6",45.32
"3790","290","S6",45.08
"3791","291","S6",45.22
"3792","292","S6",45.23
"3793","293","S6",44.64
"3794","294","S6",44.36
"3795","295","S6",45.09
"3796","296","S6",44.96
"3797","297","S6",44.99
"3798","298","S6",45.73
"3799","299","S6",45.17
"3800","300","S6",44.64
"3801","301","S6",45.24
"3802","302","S6",44.56
"3803","303","S6",44.73
"3804","304","S6",44.29
"3805","305","S6",44.51
"3806","306","S6",44.6
"3807","307","S6",43.86
"3808","308","S6",44.61
"3809","309","S6",44.13
"3810","310","S6",45.18
"3811","311","S6",44.9
"3812","312","S6",44.85
"3813","313","S6",44.67
"3814","314","S6",44.94
"3815","315","S6",45.53
"3816","316","S6",44.2
"3817","317","S6",45
"3818","318","S6",44.81
"3819","319","S6",44.36
"3820","320","S6",45.12
"3821","321","S6",45.39
"3822","322","S6",44.45
"3823","323","S6",45.04
"3824","324","S6",44.59
"3825","325","S6",44.83
"3826","326","S6",44
"3827","327","S6",44.89
"3828","328","S6",44.97
"3829","329","S6",44.58
"3830","330","S6",44.47
"3831","331","S6",44.95
"3832","332","S6",44.68
"3833","333","S6",44.73
"3834","334","S6",45.27
"3835","335","S6",44.55
"3836","336","S6",44.77
"3837","337","S6",44.86
"3838","338","S6",45.27
"3839","339","S6",44.15
"3840","340","S6",44.44
"3841","341","S6",44.29
"3842","342","S6",44.92
"3843","343","S6",44.52
"3844","344","S6",45.31
"3845","345","S6",44.09
"3846","346","S6",44.33
"3847","347","S6",45.4
"3848","348","S6",44.61
"3849","349","S6",45.11
"3850","350","S6",44.53
"3851","351","S6",44.93
"3852","352","S6",44.47
"3853","353","S6",44.45
"3854","354","S6",44.6
"3855","355","S6",44.09
"3856","356","S6",44.6
"3857","357","S6",44.61
"3858","358","S6",45.2
"3859","359","S6",44.45
"3860","360","S6",44.67
"3861","361","S6",44.15
"3862","362","S6",44.86
"3863","363","S6",44.65
"3864","364","S6",44.74
"3865","365","S6",44.96
"3866","366","S6",44.54
"3867","367","S6",45.07
"3868","368","S6",44.9
"3869","369","S6",45.03
"3870","370","S6",44.79
"3871","371","S6",43.23
"3872","372","S6",44
"3873","373","S6",44.59
"3874","374","S6",44.74
"3875","375","S6",45.75
"3876","376","S6",44.4
"3877","377","S6",44.4
"3878","378","S6",45.16
"3879","379","S6",43.96
"3880","380","S6",45.37
"3881","381","S6",44.8
"3882","382","S6",45.27
"3883","383","S6",45.2
"3884","384","S6",44.65
"3885","385","S6",45.04
"3886","386","S6",45.25
"3887","387","S6",44.52
"3888","388","S6",45.14
"3889","389","S6",44.62
"3890","390","S6",44.99
"3891","391","S6",44.22
"3892","392","S6",44.26
"3893","393","S6",45.23
"3894","394","S6",44.25
"3895","395","S6",45.71
"3896","396","S6",44.56
"3897","397","S6",45.03
"3898","398","S6",44.34
"3899","399","S6",45.38
"3900","400","S6",45.53
"3901","401","S6",44.93
"3902","402","S6",44.45
"3903","403","S6",43.99
"3904","404","S6",44.41
"3905","405","S6",44.67
"3906","406","S6",45.24
"3907","407","S6",44.93
"3908","408","S6",44.58
"3909","409","S6",45.03
"3910","410","S6",45.67
"3911","411","S6",44.21
"3912","412","S6",44.68
"3913","413","S6",45.22
"3914","414","S6",44.97
"3915","415","S6",44.81
"3916","416","S6",45.01
"3917","417","S6",44.36
"3918","418","S6",44.66
"3919","419","S6",44.57
"3920","420","S6",45.28
"3921","421","S6",44.64
"3922","422","S6",45.04
"3923","423","S6",44.99
"3924","424","S6",44.3
"3925","425","S6",44.44
"3926","426","S6",44.71
"3927","427","S6",43.98
"3928","428","S6",44.9
"3929","429","S6",45.24
"3930","430","S6",44.72
"3931","431","S6",45.28
"3932","432","S6",44.45
"3933","433","S6",44.11
"3934","434","S6",44.67
"3935","435","S6",44.57
"3936","436","S6",44.09
"3937","437","S6",45.08
"3938","438","S6",44.35
"3939","439","S6",45.12
"3940","440","S6",44.63
"3941","441","S6",45.18
"3942","442","S6",46
"3943","443","S6",44.54
"3944","444","S6",44.52
"3945","445","S6",44.79
"3946","446","S6",44.42
"3947","447","S6",44.47
"3948","448","S6",44.64
"3949","449","S6",44.8
"3950","450","S6",44.77
"3951","451","S6",44.44
"3952","452","S6",44.22
"3953","453","S6",44.53
"3954","454","S6",44.07
"3955","455","S6",44.88
"3956","456","S6",44.05
"3957","457","S6",44.28
"3958","458","S6",44.4
"3959","459","S6",44.04
"3960","460","S6",44.79
"3961","461","S6",44.47
"3962","462","S6",45.51
"3963","463","S6",44.26
"3964","464","S6",44.63
"3965","465","S6",45
"3966","466","S6",45.35
"3967","467","S6",44.74
"3968","468","S6",44.75
"3969","469","S6",45.68
"3970","470","S6",44.47
"3971","471","S6",44.75
"3972","472","S6",44.71
"3973","473","S6",44.84
"3974","474","S6",45.13
"3975","475","S6",44.87
"3976","476","S6",44.56
"3977","477","S6",44.38
"3978","478","S6",45.27
"3979","479","S6",44.21
"3980","480","S6",44.86
"3981","481","S6",45.17
"3982","482","S6",45.24
"3983","483","S6",44.75
"3984","484","S6",44.54
"3985","485","S6",44.57
"3986","486","S6",44.95
"3987","487","S6",45.64
"3988","488","S6",45.21
"3989","489","S6",44.08
"3990","490","S6",44.64
"3991","491","S6",44.85
"3992","492","S6",44.3
"3993","493","S6",44.68
"3994","494","S6",44.6
"3995","495","S6",45.19
"3996","496","S6",44.21
"3997","497","S6",44.85
"3998","498","S6",45.17
"3999","499","S6",44.92
"4000","500","S6",44.65
"4001","1","S7",43.32
"4002","2","S7",43.41
"4003","3","S7",44.17
"4004","4","S7",44.39
"4005","5","S7",43.47
"4006","6","S7",43.31
"4007","7","S7",43.31
"4008","8","S7",43.33
"4009","9","S7",43.16
"4010","10","S7",43.25
"4011","11","S7",43.03
"4012","12","S7",42.99
"4013","13","S7",42.63
"4014","14","S7",42.7
"4015","15","S7",43.12
"4016","16","S7",42.46
"4017","17","S7",44.47
"4018","18","S7",43.77
"4019","19","S7",43.97
"4020","20","S7",44.11
"4021","21","S7",43.79
"4022","22","S7",43.79
"4023","23","S7",43.53
"4024","24","S7",43.67
"4025","25","S7",43.74
"4026","26","S7",43.79
"4027","27","S7",44.12
"4028","28","S7",43.15
"4029","29","S7",43.32
"4030","30","S7",43.64
"4031","31","S7",42.9
"4032","32","S7",44.79
"4033","33","S7",42.76
"4034","34","S7",42.88
"4035","35","S7",43.22
"4036","36","S7",42.96
"4037","37","S7",43.69
"4038","38","S7",43.34
"4039","39","S7",43.8
"4040","40","S7",44.76
"4041","41","S7",43.95
"4042","42","S7",43.75
"4043","43","S7",43.66
"4044","44","S7",43.51
"4045","45","S7",43.78
"4046","46","S7",44.45
"4047","47","S7",43.45
"4048","48","S7",42.98
"4049","49","S7",43.86
"4050","50","S7",42.67
"4051","51","S7",43.65
"4052","52","S7",43.16
"4053","53","S7",44.71
"4054","54","S7",44.02
"4055","55","S7",43.92
"4056","56","S7",43.44
"4057","57","S7",44.01
"4058","58","S7",43.7
"4059","59","S7",43.41
"4060","60","S7",43.38
"4061","61","S7",44.1
"4062","62","S7",44.09
"4063","63","S7",43.65
"4064","64","S7",43.97
"4065","65","S7",43.61
"4066","66","S7",43.41
"4067","67","S7",43.88
"4068","68","S7",44.29
"4069","69","S7",43.97
"4070","70","S7",42.96
"4071","71","S7",43.72
"4072","72","S7",44.05
"4073","73","S7",44.58
"4074","74","S7",43.79
"4075","75","S7",43.98
"4076","76","S7",43.03
"4077","77","S7",43.67
"4078","78","S7",43.95
"4079","79","S7",43.99
"4080","80","S7",43.45
"4081","81","S7",43.47
"4082","82","S7",43.37
"4083","83","S7",43.52
"4084","84","S7",42.76
"4085","85","S7",43.44
"4086","86","S7",43.92
"4087","87","S7",43.94
"4088","88","S7",43.25
"4089","89","S7",43.22
"4090","90","S7",43.14
"4091","91","S7",43.7
"4092","92","S7",43.49
"4093","93","S7",42.75
"4094","94","S7",44.4
"4095","95","S7",43.89
"4096","96","S7",43.07
"4097","97","S7",43.79
"4098","98","S7",43.23
"4099","99","S7",43.6
"4100","100","S7",43.73
"4101","101","S7",43.96
"4102","102","S7",43.81
"4103","103","S7",43.79
"4104","104","S7",43.54
"4105","105","S7",43.43
"4106","106","S7",44.03
"4107","107","S7",43.29
"4108","108","S7",44.29
"4109","109","S7",43.48
"4110","110","S7",43.75
"4111","111","S7",43.62
"4112","112","S7",44
"4113","113","S7",44.39
"4114","114","S7",43.91
"4115","115","S7",43.59
"4116","116","S7",43.74
"4117","117","S7",42.9
"4118","118","S7",42.74
"4119","119","S7",44.25
"4120","120","S7",43.3
"4121","121","S7",43.66
"4122","122","S7",43.42
"4123","123","S7",43.61
"4124","124","S7",43.66
"4125","125","S7",43.49
"4126","126","S7",44.46
"4127","127","S7",44.18
"4128","128","S7",44.36
"4129","129","S7",43.48
"4130","130","S7",43.34
"4131","131","S7",43.65
"4132","132","S7",43.86
"4133","133","S7",43.84
"4134","134","S7",43.38
"4135","135","S7",44.16
"4136","136","S7",43.58
"4137","137","S7",43.41
"4138","138","S7",43.95
"4139","139","S7",43.89
"4140","140","S7",43.26
"4141","141","S7",42.97
"4142","142","S7",43.32
"4143","143","S7",43.35
"4144","144","S7",44.87
"4145","145","S7",43.4
"4146","146","S7",42.99
"4147","147","S7",43.91
"4148","148","S7",43.64
"4149","149","S7",43.9
"4150","150","S7",43.72
"4151","151","S7",44.16
"4152","152","S7",42.95
"4153","153","S7",43.36
"4154","154","S7",43.72
"4155","155","S7",43.43
"4156","156","S7",43.63
"4157","157","S7",44.37
"4158","158","S7",44.37
"4159","159","S7",43.46
"4160","160","S7",43.72
"4161","161","S7",44.26
"4162","162","S7",43.26
"4163","163","S7",44.09
"4164","164","S7",43.79
"4165","165","S7",43.65
"4166","166","S7",43.95
"4167","167","S7",43.15
"4168","168","S7",43.27
"4169","169","S7",44.07
"4170","170","S7",43.46
"4171","171","S7",42.88
"4172","172","S7",44.13
"4173","173","S7",44.37
"4174","174","S7",44.12
"4175","175","S7",43.3
"4176","176","S7",43.53
"4177","177","S7",44.83
"4178","178","S7",42.57
"4179","179","S7",44.05
"4180","180","S7",43.85
"4181","181","S7",43.21
"4182","182","S7",44.64
"4183","183","S7",43.87
"4184","184","S7",43.77
"4185","185","S7",43.46
"4186","186","S7",42.86
"4187","187","S7",43.79
"4188","188","S7",42.7
"4189","189","S7",43.82
"4190","190","S7",43.02
"4191","191","S7",43.57
"4192","192","S7",44.21
"4193","193","S7",42.7
"4194","194","S7",43.81
"4195","195","S7",43.92
"4196","196","S7",43.82
"4197","197","S7",44.34
"4198","198","S7",43.94
"4199","199","S7",43.44
"4200","200","S7",44.38
"4201","201","S7",43.97
"4202","202","S7",44.01
"4203","203","S7",43.69
"4204","204","S7",43.77
"4205","205","S7",43.56
"4206","206","S7",43.19
"4207","207","S7",44.01
"4208","208","S7",43.16
"4209","209","S7",44.32
"4210","210","S7",43.88
"4211","211","S7",43.53
"4212","212","S7",43.61
"4213","213","S7",43.2
"4214","214","S7",43.68
"4215","215","S7",43.17
"4216","216","S7",43.84
"4217","217","S7",43.41
"4218","218","S7",43.72
"4219","219","S7",44.22
"4220","220","S7",43.89
"4221","221","S7",42.79
"4222","222","S7",44
"4223","223","S7",43.24
"4224","224","S7",43.51
"4225","225","S7",43.5
"4226","226","S7",43.1
"4227","227","S7",43.64
"4228","228","S7",43.42
"4229","229","S7",43.35
"4230","230","S7",43.89
"4231","231","S7",43.36
"4232","232","S7",43.14
"4233","233","S7",43.06
"4234","234","S7",43.44
"4235","235","S7",42.96
"4236","236","S7",44.53
"4237","237","S7",43.26
"4238","238","S7",43.35
"4239","239","S7",43.46
"4240","240","S7",42.75
"4241","241","S7",43.41
"4242","242","S7",43.63
"4243","243","S7",42.84
"4244","244","S7",42.67
"4245","245","S7",43.33
"4246","246","S7",43.44
"4247","247","S7",43.44
"4248","248","S7",43.92
"4249","249","S7",43.84
"4250","250","S7",44.62
"4251","251","S7",42.46
"4252","252","S7",43.77
"4253","253","S7",44.46
"4254","254","S7",43.28
"4255","255","S7",43.77
"4256","256","S7",43.3
"4257","257","S7",43.6
"4258","258","S7",43.22
"4259","259","S7",42.91
"4260","260","S7",43.37
"4261","261","S7",42.37
"4262","262","S7",43.76
"4263","263","S7",43.45
"4264","264","S7",42.93
"4265","265","S7",43.88
"4266","266","S7",43.56
"4267","267","S7",43.01
"4268","268","S7",43.96
