"","ID","Scenario","car.share"
"3193","193","S5",39.06
"3194","194","S5",38.64
"3195","195","S5",38.47
"3196","196","S5",38.55
"3197","197","S5",38.53
"3198","198","S5",38.69
"3199","199","S5",39.24
"3200","200","S5",37.94
"3201","201","S5",38.55
"3202","202","S5",37.79
"3203","203","S5",38.85
"3204","204","S5",38.84
"3205","205","S5",38.04
"3206","206","S5",38.84
"3207","207","S5",38.63
"3208","208","S5",38.92
"3209","209","S5",38.77
"3210","210","S5",38.11
"3211","211","S5",39.64
"3212","212","S5",38.01
"3213","213","S5",39.22
"3214","214","S5",38.42
"3215","215","S5",38.96
"3216","216","S5",39.19
"3217","217","S5",38.92
"3218","218","S5",37.94
"3219","219","S5",38.52
"3220","220","S5",39.6
"3221","221","S5",38.77
"3222","222","S5",38.97
"3223","223","S5",38.52
"3224","224","S5",38.29
"3225","225","S5",37.94
"3226","226","S5",39.06
"3227","227","S5",38.25
"3228","228","S5",38.58
"3229","229","S5",38.97
"3230","230","S5",38.27
"3231","231","S5",38.85
"3232","232","S5",39.22
"3233","233","S5",39.34
"3234","234","S5",38.85
"3235","235","S5",39.32
"3236","236","S5",38.1
"3237","237","S5",40.03
"3238","238","S5",38.9
"3239","239","S5",38.57
"3240","240","S5",38.86
"3241","241","S5",38.61
"3242","242","S5",39.17
"3243","243","S5",39.21
"3244","244","S5",39.7
"3245","245","S5",38.83
"3246","246","S5",39.26
"3247","247","S5",38.84
"3248","248","S5",38.91
"3249","249","S5",38.28
"3250","250","S5",39.12
"3251","251","S5",39.55
"3252","252","S5",38.98
"3253","253","S5",38.96
"3254","254","S5",39.26
"3255","255","S5",39.42
"3256","256","S5",38.94
"3257","257","S5",38.92
"3258","258","S5",39.28
"3259","259","S5",39.04
"3260","260","S5",38.27
"3261","261","S5",40.09
"3262","262","S5",39.58
"3263","263","S5",38.9
"3264","264","S5",39.09
"3265","265","S5",37.79
"3266","266","S5",38.57
"3267","267","S5",39.56
"3268","268","S5",38.59
"3269","269","S5",38.21
"3270","270","S5",38.09
"3271","271","S5",38.96
"3272","272","S5",39.06
"3273","273","S5",38.22
"3274","274","S5",39.14
"3275","275","S5",39.32
"3276","276","S5",39.24
"3277","277","S5",39.34
"3278","278","S5",39.44
"3279","279","S5",38.24
"3280","280","S5",39.15
"3281","281","S5",39.04
"3282","282","S5",38.63
"3283","283","S5",39.22
"3284","284","S5",38.78
"3285","285","S5",38.97
"3286","286","S5",39.57
"3287","287","S5",39.04
"3288","288","S5",38.47
"3289","289","S5",37.76
"3290","290","S5",39.75
"3291","291","S5",39.14
"3292","292","S5",39.34
"3293","293","S5",38.65
"3294","294","S5",38.93
"3295","295","S5",38.62
"3296","296","S5",38.24
"3297","297","S5",38.61
"3298","298","S5",38.84
"3299","299","S5",38.27
"3300","300","S5",38.96
"3301","301","S5",38.1
"3302","302","S5",38.83
"3303","303","S5",38.95
"3304","304","S5",38.31
"3305","305","S5",38.63
"3306","306","S5",38.45
"3307","307","S5",38.84
"3308","308","S5",38.68
"3309","309","S5",39.19
"3310","310","S5",37.82
"3311","311","S5",38.05
"3312","312","S5",39.05
"3313","313","S5",38.87
"3314","314","S5",38.8
"3315","315","S5",38.82
"3316","316","S5",39.07
"3317","317","S5",39.31
"3318","318","S5",39.03
"3319","319","S5",39.6
"3320","320","S5",38.73
"3321","321","S5",39.19
"3322","322","S5",38.75
"3323","323","S5",39.03
"3324","324","S5",39.08
"3325","325","S5",38.24
"3326","326","S5",40.35
"3327","327","S5",38.74
"3328","328","S5",38.6
"3329","329","S5",38.91
"3330","330","S5",38.94
"3331","331","S5",38.6
"3332","332","S5",38.13
"3333","333","S5",39.08
"3334","334","S5",38.15
"3335","335","S5",38.68
"3336","336","S5",38.79
"3337","337","S5",38.26
"3338","338","S5",38.23
"3339","339","S5",39.25
"3340","340","S5",38.69
"3341","341","S5",38.85
"3342","342","S5",40.32
"3343","343","S5",39.54
"3344","344","S5",39.48
"3345","345","S5",39.26
"3346","346","S5",38.54
"3347","347","S5",38.01
"3348","348","S5",39.42
"3349","349","S5",38.5
"3350","350","S5",38.62
"3351","351","S5",39.16
"3352","352","S5",38.56
"3353","353","S5",38.63
"3354","354","S5",39.44
"3355","355","S5",38.84
"3356","356","S5",39.1
"3357","357","S5",38.26
"3358","358","S5",38.49
"3359","359","S5",38.8
"3360","360","S5",38.98
"3361","361","S5",38.35
"3362","362","S5",39.74
"3363","363","S5",38.8
"3364","364","S5",39.27
"3365","365","S5",39.36
"3366","366","S5",38.61
"3367","367","S5",38.38
"3368","368","S5",38.31
"3369","369","S5",38
"3370","370","S5",39.22
"3371","371","S5",39.33
"3372","372","S5",39.03
"3373","373","S5",38.7
"3374","374","S5",38.67
"3375","375","S5",38.35
"3376","376","S5",38.99
"3377","377","S5",38.5
"3378","378","S5",38.92
"3379","379","S5",40.09
"3380","380","S5",38.58
"3381","381","S5",38.27
"3382","382","S5",38.2
"3383","383","S5",39.22
"3384","384","S5",38.74
"3385","385","S5",39.8
"3386","386","S5",38.06
"3387","387","S5",38.65
"3388","388","S5",38.46
"3389","389","S5",37.73
"3390","390","S5",38.65
"3391","391","S5",37.98
"3392","392","S5",39.22
"3393","393","S5",38.47
"3394","394","S5",39.47
"3395","395","S5",38.75
"3396","396","S5",39.32
"3397","397","S5",39.05
"3398","398","S5",39.88
"3399","399","S5",38.96
"3400","400","S5",37.97
"3401","401","S5",39.17
"3402","402","S5",39.29
"3403","403","S5",38.98
"3404","404","S5",39.63
"3405","405","S5",38.54
"3406","406","S5",39.31
"3407","407","S5",38.99
"3408","408","S5",39.26
"3409","409","S5",38.23
"3410","410","S5",37.08
"3411","411","S5",39.01
"3412","412","S5",39.4
"3413","413","S5",38.94
"3414","414","S5",38.99
"3415","415","S5",39.09
"3416","416","S5",39.34
"3417","417","S5",39.43
"3418","418","S5",37.85
"3419","419","S5",39.45
"3420","420","S5",38.82
"3421","421","S5",38.61
"3422","422","S5",38.3
"3423","423","S5",38.76
"3424","424","S5",39
"3425","425","S5",39.27
"3426","426","S5",38.6
"3427","427","S5",39.12
"3428","428","S5",38.57
"3429","429","S5",38.86
"3430","430","S5",38.71
"3431","431","S5",39.03
"3432","432","S5",38.76
"3433","433","S5",39.27
"3434","434","S5",38.78
"3435","435","S5",38.44
"3436","436","S5",38.78
"3437","437","S5",38.64
"3438","438","S5",39.43
"3439","439","S5",38.59
"3440","440","S5",38.98
"3441","441","S5",38.78
"3442","442","S5",38.3
"3443","443","S5",38.79
"3444","444","S5",38.85
"3445","445","S5",39.66
"3446","446","S5",39.24
"3447","447","S5",39.03
"3448","448","S5",39.1
"3449","449","S5",38.54
"3450","450","S5",39.1
"3451","451","S5",38.39
"3452","452","S5",38.54
"3453","453","S5",38.58
"3454","454","S5",39.37
"3455","455","S5",38.3
"3456","456","S5",39.73
"3457","457","S5",39.59
"3458","458","S5",39.18
"3459","459","S5",38.71
"3460","460","S5",38.61
"3461","461","S5",38.93
"3462","462","S5",39.4
"3463","463","S5",39.14
"3464","464","S5",38.65
"3465","465","S5",38.84
"3466","466","S5",38.58
"3467","467","S5",39.44
"3468","468","S5",38.86
"3469","469","S5",38.67
"3470","470","S5",38.52
"3471","471","S5",39.15
"3472","472","S5",39.05
"3473","473","S5",38.96
"3474","474","S5",39.02
"3475","475","S5",38.55
"3476","476","S5",39.15
"3477","477","S5",39.31
"3478","478","S5",38.9
"3479","479","S5",38.53
"3480","480","S5",38.57
"3481","481","S5",38.55
"3482","482","S5",37.75
"3483","483","S5",38.83
"3484","484","S5",39.32
"3485","485","S5",38.81
"3486","486","S5",39.61
"3487","487","S5",38.28
"3488","488","S5",39.05
"3489","489","S5",39.05
"3490","490","S5",38.88
"3491","491","S5",39.21
"3492","492","S5",39.4
"3493","493","S5",38.85
"3494","494","S5",39.3
"3495","495","S5",38.42
"3496","496","S5",38.52
"3497","497","S5",39.05
"3498","498","S5",39.17
"3499","499","S5",38.56
"3500","500","S5",38.09
"3501","1","S6",39.92
"3502","2","S6",40.33
"3503","3","S6",40.65
"3504","4","S6",39.62
"3505","5","S6",40.36
"3506","6","S6",40.67
"3507","7","S6",40.66
"3508","8","S6",40.61
"3509","9","S6",40.19
"3510","10","S6",40.57
"3511","11","S6",40.74
"3512","12","S6",40.25
"3513","13","S6",40.57
"3514","14","S6",41.33
"3515","15","S6",40.99
"3516","16","S6",41.25
"3517","17","S6",39.93
"3518","18","S6",40.84
"3519","19","S6",40.47
"3520","20","S6",41.05
"3521","21","S6",40.09
"3522","22","S6",40.33
"3523","23","S6",40.75
"3524","24","S6",40.59
"3525","25","S6",40.41
"3526","26","S6",40.79
"3527","27","S6",39.15
"3528","28","S6",40.39
"3529","29","S6",40.06
"3530","30","S6",40
"3531","31","S6",40.95
"3532","32","S6",40.75
"3533","33","S6",40.24
"3534","34","S6",41.18
"3535","35","S6",41.31
"3536","36","S6",41.1
"3537","37","S6",39.62
"3538","38","S6",40.03
"3539","39","S6",40.44
"3540","40","S6",40.19
"3541","41","S6",39.73
"3542","42","S6",40.09
"3543","43","S6",40.31
"3544","44","S6",40.45
"3545","45","S6",39.87
"3546","46","S6",40.16
"3547","47","S6",40.75
"3548","48","S6",40.25
"3549","49","S6",40.82
"3550","50","S6",40.48
"3551","51","S6",40.19
"3552","52","S6",40.24
"3553","53","S6",40.35
"3554","54","S6",39.95
"3555","55","S6",40.67
"3556","56","S6",40.02
"3557","57","S6",40.25
"3558","58","S6",39.93
"3559","59","S6",40.64
"3560","60","S6",39.83
"3561","61","S6",39.93
"3562","62","S6",40.58
"3563","63","S6",40.52
"3564","64","S6",41.1
"3565","65","S6",40.17
"3566","66","S6",41.19
"3567","67","S6",40.11
"3568","68","S6",39.52
"3569","69","S6",41.12
"3570","70","S6",41.01
"3571","71","S6",40.42
"3572","72","S6",39.46
"3573","73","S6",39.84
"3574","74","S6",39.76
"3575","75","S6",39.65
"3576","76","S6",40.79
"3577","77","S6",40.61
"3578","78","S6",39.38
"3579","79","S6",40.36
"3580","80","S6",39.87
"3581","81","S6",39.54
"3582","82","S6",39.22
"3583","83","S6",40.33
"3584","84","S6",40.76
"3585","85","S6",40.84
"3586","86","S6",39.84
"3587","87","S6",40.24
"3588","88","S6",41.21
"3589","89","S6",40.62
"3590","90","S6",41.41
"3591","91","S6",40.66
"3592","92","S6",39.65
"3593","93","S6",41.11
"3594","94","S6",40.21
"3595","95","S6",40.87
"3596","96","S6",40.43
"3597","97","S6",40.75
"3598","98","S6",40.52
"3599","99","S6",41.16
"3600","100","S6",40.63
"3601","101","S6",39.52
"3602","102","S6",41.01
"3603","103","S6",40.17
"3604","104","S6",39.91
"3605","105","S6",40.36
"3606","106","S6",40.5
"3607","107","S6",40.14
"3608","108","S6",40.26
"3609","109","S6",40.34
"3610","110","S6",40.2
"3611","111","S6",40.08
"3612","112","S6",40.41
"3613","113","S6",40.27
"3614","114","S6",40.42
"3615","115","S6",40.04
"3616","116","S6",40.59
"3617","117","S6",40.15
"3618","118","S6",40.98
"3619","119","S6",40.5
"3620","120","S6",40.64
"3621","121","S6",40.46
"3622","122","S6",40.55
"3623","123","S6",40.39
"3624","124","S6",39.69
"3625","125","S6",40.68
"3626","126","S6",40.07
"3627","127","S6",39.47
"3628","128","S6",39.88
"3629","129","S6",40.55
"3630","130","S6",41.19
"3631","131","S6",40.96
"3632","132","S6",40.59
"3633","133","S6",40.23
"3634","134","S6",40.68
"3635","135","S6",40.12
"3636","136","S6",40.85
"3637","137","S6",40.82
"3638","138","S6",40.59
"3639","139","S6",40.36
"3640","140","S6",40.61
"3641","141","S6",40.32
"3642","142","S6",40.56
"3643","143","S6",40.05
"3644","144","S6",40.2
"3645","145","S6",40.98
"3646","146","S6",40.49
"3647","147","S6",39.75
"3648","148","S6",40.53
"3649","149","S6",39.5
"3650","150","S6",40.03
"3651","151","S6",39.81
"3652","152","S6",40.74
"3653","153","S6",40.63
"3654","154","S6",40.13
"3655","155","S6",40.71
"3656","156","S6",41.4
"3657","157","S6",39.96
"3658","158","S6",39.68
"3659","159","S6",39.53
"3660","160","S6",40
"3661","161","S6",40.03
"3662","162","S6",40.42
"3663","163","S6",40.19
"3664","164","S6",40.15
"3665","165","S6",40.35
"3666","166","S6",40.18
"3667","167","S6",40
"3668","168","S6",40.59
"3669","169","S6",40.36
"3670","170","S6",40.93
"3671","171","S6",40.39
"3672","172","S6",40.48
"3673","173","S6",39.99
"3674","174","S6",39.39
"3675","175","S6",40.55
"3676","176","S6",40.41
"3677","177","S6",39.73
"3678","178","S6",40.7
"3679","179","S6",39.75
"3680","180","S6",40.34
"3681","181","S6",40.77
"3682","182","S6",39.81
"3683","183","S6",41.21
"3684","184","S6",40.9
"3685","185","S6",40.64
"3686","186","S6",41.28
"3687","187","S6",40.46
"3688","188","S6",40.88
"3689","189","S6",40.06
"3690","190","S6",40.25
"3691","191","S6",40.67
"3692","192","S6",40.6
"3693","193","S6",41.17
"3694","194","S6",41.55
"3695","195","S6",40.2
"3696","196","S6",40.7
"3697","197","S6",39.94
"3698","198","S6",41.22
"3699","199","S6",41.16
"3700","200","S6",40.08
"3701","201","S6",40.4
"3702","202","S6",39.46
"3703","203","S6",40.98
"3704","204","S6",40.69
"3705","205","S6",40.4
"3706","206","S6",40.71
"3707","207","S6",40.4
"3708","208","S6",40.88
"3709","209","S6",40.3
"3710","210","S6",40.06
"3711","211","S6",40.45
"3712","212","S6",39.78
"3713","213","S6",40.87
"3714","214","S6",40.28
"3715","215","S6",41.5
"3716","216","S6",40.97
"3717","217","S6",41.06
"3718","218","S6",40.54
"3719","219","S6",40.84
"3720","220","S6",40.27
"3721","221","S6",40.05
"3722","222","S6",40.44
"3723","223","S6",41.44
"3724","224","S6",40.52
"3725","225","S6",39.41
"3726","226","S6",41.23
"3727","227","S6",40.39
"3728","228","S6",40.82
"3729","229","S6",40.56
"3730","230","S6",39.75
"3731","231","S6",40.78
"3732","232","S6",41.34
"3733","233","S6",40.68
"3734","234","S6",40.37
"3735","235","S6",40.43
"3736","236","S6",39.85
"3737","237","S6",41.1
"3738","238","S6",40.91
"3739","239","S6",40.18
"3740","240","S6",40.86
"3741","241","S6",39.91
"3742","242","S6",40.46
"3743","243","S6",40.72
"3744","244","S6",40.99
"3745","245","S6",40.58
"3746","246","S6",40.24
"3747","247","S6",40.81
"3748","248","S6",40.78
"3749","249","S6",39.92
"3750","250","S6",40.33
"3751","251","S6",41.54
"3752","252","S6",40.11
"3753","253","S6",39.69
"3754","254","S6",41.35
"3755","255","S6",40.95
"3756","256","S6",40.65
"3757","257","S6",40.03
"3758","258","S6",40.7
"3759","259","S6",40.7
"3760","260","S6",40.27
"3761","261","S6",42.1
"3762","262","S6",40.98
"3763","263","S6",41.09
"3764","264","S6",40.59
"3765","265","S6",40.18
"3766","266","S6",39.95
"3767","267","S6",40.73
"3768","268","S6",40.48
"3769","269","S6",40.36
"3770","270","S6",40.3
"3771","271","S6",40.37
"3772","272","S6",40.42
"3773","273","S6",40.12
"3774","274","S6",40.28
"3775","275","S6",41.01
"3776","276","S6",41.23
"3777","277","S6",40.45
"3778","278","S6",40.63
"3779","279","S6",39.88
"3780","280","S6",41.11
"3781","281","S6",40.91
"3782","282","S6",40.24
"3783","283","S6",40.83
"3784","284","S6",40.67
"3785","285","S6",40.28
"3786","286","S6",41.57
"3787","287","S6",40.84
"3788","288","S6",39.83
"3789","289","S6",39.77
"3790","290","S6",40.36
"3791","291","S6",40.54
"3792","292","S6",40.6
"3793","293","S6",40.65
"3794","294","S6",40.56
"3795","295","S6",39.77
"3796","296","S6",39.79
"3797","297","S6",40.44
"3798","298","S6",40
"3799","299","S6",40.14
"3800","300","S6",40.75
"3801","301","S6",40.23
"3802","302","S6",40.82
"3803","303","S6",40.75
"3804","304","S6",40.86
"3805","305","S6",40.49
"3806","306","S6",39.94
"3807","307","S6",40.83
"3808","308","S6",40.06
"3809","309","S6",41.17
"3810","310","S6",39.94
"3811","311","S6",39.94
"3812","312","S6",40.38
"3813","313","S6",40.07
"3814","314","S6",40.34
"3815","315","S6",39.77
"3816","316","S6",40.41
"3817","317","S6",39.97
"3818","318","S6",40.3
"3819","319","S6",41.51
"3820","320","S6",40.41
"3821","321","S6",40.42
"3822","322","S6",40.38
"3823","323","S6",39.68
"3824","324","S6",40.47
"3825","325","S6",39.83
"3826","326","S6",41.35
"3827","327","S6",40.48
"3828","328","S6",40.6
"3829","329","S6",40.7
"3830","330","S6",40.68
"3831","331","S6",39.97
"3832","332","S6",40.25
"3833","333","S6",40.03
"3834","334","S6",39.85
"3835","335","S6",40.31
"3836","336","S6",40
"3837","337","S6",40.16
"3838","338","S6",39.97
"3839","339","S6",40.86
"3840","340","S6",41.07
"3841","341","S6",40.67
"3842","342","S6",40.48
"3843","343","S6",40.86
"3844","344","S6",40.07
"3845","345","S6",41.26
"3846","346","S6",40.32
"3847","347","S6",39.84
"3848","348","S6",40.76
"3849","349","S6",40.31
"3850","350","S6",40.58
"3851","351","S6",40.5
"3852","352","S6",40.25
"3853","353","S6",40.28
"3854","354","S6",40.5
"3855","355","S6",40.51
"3856","356","S6",40.77
"3857","357","S6",40.6
"3858","358","S6",39.81
"3859","359","S6",40.69
"3860","360","S6",40.47
"3861","361","S6",40.82
"3862","362","S6",39.77
"3863","363","S6",40.15
"3864","364","S6",40.49
"3865","365","S6",40.73
"3866","366","S6",40.53
"3867","367","S6",39.9
"3868","368","S6",40.11
"3869","369","S6",39.74
"3870","370","S6",40.35
"3871","371","S6",41.24
"3872","372","S6",41.18
"3873","373","S6",40.29
"3874","374","S6",40.35
"3875","375","S6",39.49
"3876","376","S6",40.8
"3877","377","S6",40.68
"3878","378","S6",40.12
"3879","379","S6",41.8
"3880","380","S6",39.96
"3881","381","S6",40
"3882","382","S6",39.93
"3883","383","S6",40.53
"3884","384","S6",40.18
"3885","385","S6",40.82
"3886","386","S6",39.94
"3887","387","S6",40.41
"3888","388","S6",40.12
"3889","389","S6",40.08
"3890","390","S6",40.38
"3891","391","S6",40.05
"3892","392","S6",41.28
"3893","393","S6",39.96
"3894","394","S6",40.95
"3895","395","S6",40.19
"3896","396","S6",41.09
"3897","397","S6",40.01
"3898","398","S6",40.9
"3899","399","S6",40.17
"3900","400","S6",39.92
"3901","401","S6",40.81
"3902","402","S6",40.93
"3903","403","S6",41.34
"3904","404","S6",40.49
"3905","405","S6",40.28
"3906","406","S6",40.75
"3907","407","S6",40.03
"3908","408","S6",40.62
"3909","409","S6",39.68
"3910","410","S6",39.5
"3911","411","S6",40.95
"3912","412","S6",40.5
"3913","413","S6",39.96
"3914","414","S6",40.06
"3915","415","S6",40.56
"3916","416","S6",40.28
"3917","417","S6",40.82
"3918","418","S6",40.02
"3919","419","S6",40.79
"3920","420","S6",40.97
"3921","421","S6",40.47
"3922","422","S6",40.1
"3923","423","S6",40.26
"3924","424","S6",40.72
"3925","425","S6",41.02
"3926","426","S6",40.08
"3927","427","S6",41.04
"3928","428","S6",40.01
"3929","429","S6",40.09
"3930","430","S6",40.53
"3931","431","S6",40.02
"3932","432","S6",40.92
"3933","433","S6",40.82
"3934","434","S6",40.39
"3935","435","S6",40.44
"3936","436","S6",40.52
"3937","437","S6",39.93
"3938","438","S6",41.03
"3939","439","S6",40.28
"3940","440","S6",40.69
"3941","441","S6",40.42
"3942","442","S6",38.87
"3943","443","S6",40.64
"3944","444","S6",40.15
"3945","445","S6",40.96
"3946","446","S6",40.94
"3947","447","S6",41.06
"3948","448","S6",40.89
"3949","449","S6",40.28
"3950","450","S6",40.22
"3951","451","S6",40.55
"3952","452","S6",40.35
"3953","453","S6",40.39
"3954","454","S6",41.09
"3955","455","S6",40.03
"3956","456","S6",40.92
"3957","457","S6",41.03
"3958","458","S6",41.19
"3959","459","S6",40.5
"3960","460","S6",40.04
"3961","461","S6",40.62
"3962","462","S6",40.75
"3963","463","S6",40.87
"3964","464","S6",40.05
"3965","465","S6",40.26
"3966","466","S6",40.42
"3967","467","S6",41.04
"3968","468","S6",40.43
"3969","469","S6",39.89
"3970","470","S6",40.55
"3971","471","S6",40.82
"3972","472","S6",40.74
"3973","473","S6",40.62
"3974","474","S6",40.26
"3975","475","S6",40.09
"3976","476","S6",40.85
"3977","477","S6",40.77
"3978","478","S6",40.32
"3979","479","S6",40.47
"3980","480","S6",40.01
"3981","481","S6",40.14
"3982","482","S6",39.79
"3983","483","S6",40.3
"3984","484","S6",40.58
"3985","485","S6",40.8
"3986","486","S6",40.65
"3987","487","S6",39.72
"3988","488","S6",40.3
"3989","489","S6",40.59
"3990","490","S6",40.37
"3991","491","S6",40.25
"3992","492","S6",40.63
"3993","493","S6",40.72
"3994","494","S6",40.78
"3995","495","S6",39.95
"3996","496","S6",40.81
"3997","497","S6",40.83
"3998","498","S6",40.54
"3999","499","S6",39.95
"4000","500","S6",40.07
"4001","1","S7",41.45
"4002","2","S7",41.45
"4003","3","S7",41.36
"4004","4","S7",40.79
"4005","5","S7",41.43
"4006","6","S7",42.02
"4007","7","S7",41.66
"4008","8","S7",41.51
"4009","9","S7",41.65
"4010","10","S7",41.74
"4011","11","S7",42.18
"4012","12","S7",41.81
"4013","13","S7",42.23
"4014","14","S7",42.39
"4015","15","S7",41.96
"4016","16","S7",42.3
"4017","17","S7",41.2
"4018","18","S7",41.58
"4019","19","S7",41.32
"4020","20","S7",41.9
"4021","21","S7",41.33
"4022","22","S7",41.43
"4023","23","S7",41.82
"4024","24","S7",41.34
"4025","25","S7",41.63
"4026","26","S7",42.05
"4027","27","S7",40.86
"4028","28","S7",42.01
"4029","29","S7",41.78
"4030","30","S7",41.37
"4031","31","S7",42.22
"4032","32","S7",40.85
"4033","33","S7",41.77
"4034","34","S7",42.19
"4035","35","S7",42.04
"4036","36","S7",42.55
"4037","37","S7",40.77
"4038","38","S7",41.6
"4039","39","S7",41.64
"4040","40","S7",41.14
"4041","41","S7",41.06
"4042","42","S7",41.15
"4043","43","S7",41.5
"4044","44","S7",41.38
"4045","45","S7",41.22
"4046","46","S7",41.13
"4047","47","S7",42.42
"4048","48","S7",42.23
"4049","49","S7",42.13
"4050","50","S7",42.26
"4051","51","S7",41.43
"4052","52","S7",42.19
"4053","53","S7",40.62
"4054","54","S7",42.03
"4055","55","S7",41.33
"4056","56","S7",41.54
"4057","57","S7",41.05
"4058","58","S7",41.61
"4059","59","S7",41.62
"4060","60","S7",41.33
"4061","61","S7",41.12
"4062","62","S7",41.26
"4063","63","S7",41.27
"4064","64","S7",42.3
"4065","65","S7",41.86
"4066","66","S7",41.58
"4067","67","S7",40.88
"4068","68","S7",41.22
"4069","69","S7",41.34
"4070","70","S7",41.8
"4071","71","S7",41.25
"4072","72","S7",41.36
"4073","73","S7",40.96
"4074","74","S7",41.56
"4075","75","S7",41.46
"4076","76","S7",42.64
"4077","77","S7",41.59
"4078","78","S7",40.2
"4079","79","S7",41.66
"4080","80","S7",40.76
"4081","81","S7",40.8
"4082","82","S7",41.04
"4083","83","S7",41.57
"4084","84","S7",41.36
"4085","85","S7",42.14
"4086","86","S7",41.1
"4087","87","S7",41.46
"4088","88","S7",41.87
"4089","89","S7",42.15
"4090","90","S7",42.46
"4091","91","S7",41.78
"4092","92","S7",41.17
"4093","93","S7",42.32
"4094","94","S7",40.92
"4095","95","S7",42.3
"4096","96","S7",41.95
"4097","97","S7",41.33
"4098","98","S7",42.28
"4099","99","S7",42.31
"4100","100","S7",41.71
"4101","101","S7",40.34
"4102","102","S7",41.81
"4103","103","S7",41.04
"4104","104","S7",41.56
"4105","105","S7",40.96
"4106","106","S7",41.31
"4107","107","S7",42.07
"4108","108","S7",40.62
"4109","109","S7",41.31
"4110","110","S7",41.3
"4111","111","S7",41.53
"4112","112","S7",41.09
"4113","113","S7",41.12
"4114","114","S7",41.5
"4115","115","S7",42.25
"4116","116","S7",41.4
"4117","117","S7",42.23
"4118","118","S7",42.63
"4119","119","S7",40.72
"4120","120","S7",41.74
"4121","121","S7",41.62
"4122","122","S7",42.32
"4123","123","S7",41.61
"4124","124","S7",41.29
"4125","125","S7",41.53
"4126","126","S7",41.19
"4127","127","S7",41.69
"4128","128","S7",40.39
"4129","129","S7",42.11
"4130","130","S7",42.1
"4131","131","S7",41.95
"4132","132","S7",41.83
"4133","133","S7",41.68
"4134","134","S7",41.78
"4135","135","S7",41.03
"4136","136","S7",41.77
"4137","137","S7",41.48
"4138","138","S7",41.41
"4139","139","S7",41.28
"4140","140","S7",42.2
"4141","141","S7",41.95
"4142","142","S7",41.47
"4143","143","S7",41.85
"4144","144","S7",40.8
"4145","145","S7",42.38
"4146","146","S7",42.22
"4147","147","S7",41.21
"4148","148","S7",42.02
"4149","149","S7",40.69
"4150","150","S7",41.17
"4151","151","S7",40.9
"4152","152","S7",42.25
"4153","153","S7",41.5
"4154","154","S7",40.77
"4155","155","S7",41.89
"4156","156","S7",41.98
"4157","157","S7",41.17
"4158","158","S7",40.88
"4159","159","S7",41.12
"4160","160","S7",41.39
"4161","161","S7",41.01
"4162","162","S7",41.89
"4163","163","S7",41.14
"4164","164","S7",41.32
"4165","165","S7",41.43
"4166","166","S7",41.3
"4167","167","S7",41.61
"4168","168","S7",42.09
"4169","169","S7",41.83
"4170","170","S7",42.21
"4171","171","S7",41.52
"4172","172","S7",41.18
"4173","173","S7",41.47
"4174","174","S7",40.85
"4175","175","S7",41.31
"4176","176","S7",41.54
"4177","177","S7",40.59
"4178","178","S7",42.75
"4179","179","S7",40.98
"4180","180","S7",41.34
"4181","181","S7",41.58
"4182","182","S7",40.63
"4183","183","S7",41.56
"4184","184","S7",41.85
"4185","185","S7",41.57
"4186","186","S7",42.63
"4187","187","S7",41.53
"4188","188","S7",42.5
"4189","189","S7",41.28
"4190","190","S7",41.68
"4191","191","S7",42.04
"4192","192","S7",41.51
"4193","193","S7",42.54
"4194","194","S7",41.57
"4195","195","S7",41.39
"4196","196","S7",41
"4197","197","S7",40.82
"4198","198","S7",41.98
"4199","199","S7",42.49
"4200","200","S7",41.04
"4201","201","S7",41.09
"4202","202","S7",40.83
"4203","203","S7",41.78
"4204","204","S7",41.71
"4205","205","S7",40.92
"4206","206","S7",42.41
"4207","207","S7",41.42
"4208","208","S7",42.23
"4209","209","S7",41.01
"4210","210","S7",40.66
"4211","211","S7",41.86
"4212","212","S7",41.28
"4213","213","S7",41.76
"4214","214","S7",40.97
"4215","215","S7",42.17
"4216","216","S7",41.54
"4217","217","S7",41.48
"4218","218","S7",41.86
"4219","219","S7",41.42
"4220","220","S7",41.15
"4221","221","S7",41.59
"4222","222","S7",40.9
"4223","223","S7",41.46
"4224","224","S7",41.28
"4225","225","S7",41.2
"4226","226","S7",42.13
"4227","227","S7",41.51
"4228","228","S7",41.47
"4229","229","S7",41.58
"4230","230","S7",41.06
"4231","231","S7",41.68
"4232","232","S7",42.31
"4233","233","S7",41.91
"4234","234","S7",42.02
"4235","235","S7",41.87
"4236","236","S7",40.9
"4237","237","S7",42.51
"4238","238","S7",41.63
"4239","239","S7",41.7
"4240","240","S7",42.33
"4241","241","S7",41.54
"4242","242","S7",41.73
"4243","243","S7",41.71
"4244","244","S7",42.9
"4245","245","S7",41.62
"4246","246","S7",42.32
"4247","247","S7",41.84
"4248","248","S7",41.25
"4249","249","S7",41.26
"4250","250","S7",40.68
"4251","251","S7",42.83
"4252","252","S7",41.39
"4253","253","S7",41.64
"4254","254","S7",42.41
"4255","255","S7",42.31
"4256","256","S7",41.57
"4257","257","S7",41.63
"4258","258","S7",42.27
"4259","259","S7",42.26
"4260","260","S7",41.22
"4261","261","S7",42.91
"4262","262","S7",41.32
"4263","263","S7",41.22
"4264","264","S7",42.06
"4265","265","S7",41.45
"4266","266","S7",41.32
"4267","267","S7",42.6
"4268","268","S7",41.15
"4269","269","S7",40.94
