"","x"
"5912",12.5
"5913",4
"5914",17.5
"5915",8.5
"5916",12.5
"5917",2
"5918",12.5
"5919",0.5
"5920",8.5
"5921",4
"5922",12.5
"5923",17.5
"5924",12.5
"5925",8.5
"5926",12.5
"5927",8.5
"5928",32.5
"5929",12.5
"5930",6
"5931",27.5
"5932",4
"5933",22.5
"5934",8.5
"5935",2
"5936",6
"5937",17.5
"5938",12.5
"5939",22.5
"5940",4
"5941",4
"5942",2
"5943",17.5
"5944",12.5
"5945",22.5
"5946",2
"5947",27.5
"5948",42.5
"5949",6
"5950",17.5
"5951",0.5
"5952",12.5
"5953",17.5
"5954",12.5
"5955",8.5
"5956",27.5
"5957",2
"5958",77.5
"5959",6
"5960",2
"5961",2
"5962",12.5
"5963",2
"5964",4
"5965",2
"5966",8.5
"5967",12.5
"5968",17.5
"5969",87.5
"5970",12.5
"5971",4
"5972",4
"5973",4
"5974",12.5
"5975",17.5
"5976",37.5
"5977",2
"5978",17.5
"5979",32.5
"5980",2
"5981",4
"5982",37.5
"5983",8.5
"5984",6
"5985",32.5
"5986",6
"5987",8.5
"5988",12.5
"5989",12.5
"5990",12.5
"5991",8.5
"5992",8.5
"5993",12.5
"5994",17.5
"5995",12.5
"5996",8.5
"5997",12.5
"5998",37.5
"5999",6
"6000",17.5
"6001",12.5
"6002",12.5
"6003",6
"6004",27.5
"6005",4
"6006",17.5
"6007",27.5
"6008",12.5
"6009",6
"6010",8.5
"6011",8.5
"6012",47.5
"6013",37.5
"6014",17.5
"6015",12.5
"6016",8.5
"6017",12.5
"6018",6
"6019",22.5
"6020",8.5
"6021",8.5
"6022",2
"6023",6
"6024",8.5
"6025",2
"6026",2
"6027",22.5
"6028",12.5
"6029",4
"6030",12.5
"6031",12.5
"6032",22.5
"6033",12.5
"6034",4
"6035",12.5
"6036",47.5
"6037",17.5
"6038",37.5
"6039",57.5
"6040",12.5
"6041",12.5
"6042",12.5
"6043",2
"6044",2
"6045",12.5
"6046",17.5
"6047",4
"6048",2
"6049",8.5
"6050",57.5
"6051",17.5
"6052",6
"6053",2
"6054",4
"6055",52.5
"6056",17.5
"6057",17.5
"6058",2
"6059",17.5
"6060",22.5
"6061",42.5
"6062",4
"6063",2
"6064",2
"6065",12.5
"6066",8.5
"6067",4
"6068",12.5
"6069",12.5
"6070",0.5
"6071",4
"6072",8.5
"6073",2
"6074",6
"6075",0.5
"6076",8.5
"6077",12.5
"6078",2
"6079",0.5
"6080",32.5
"6081",2
"6082",27.5
"6083",8.5
"6084",62.5
"6085",2
"6086",8.5
"6087",8.5
"6088",2
"6089",6
"6090",8.5
"6091",32.5
"6092",8.5
"6093",2
"6094",2
"6095",6
"6096",12.5
"6097",2
"6098",4
"6099",17.5
"6100",6
"6101",4
"6102",17.5
"6103",12.5
"6104",0.5
"6105",37.5
"6106",0.5
"6107",2
"6108",12.5
"6109",8.5
"6110",2
"6111",22.5
"6112",12.5
"6113",8.5
"6114",12.5
"6115",4
"6116",17.5
"6117",22.5
"6118",6
"6119",4
"6120",12.5
"6121",22.5
"6122",2
"6123",17.5
"6124",4
"6125",4
"6126",0.5
"6127",4
"6128",27.5
"6129",4
"6130",22.5
"6131",2
"6132",8.5
"6133",0.5
"6134",37.5
"6135",4
"6136",0.5
"6137",4
"6138",6
"6139",8.5
"6140",6
"6141",17.5
"6142",17.5
"6143",22.5
"6144",12.5
"6145",27.5
"6146",6
"6147",17.5
"6148",37.5
"6149",2
"6150",12.5
"6151",17.5
"6152",6
"6153",8.5
"6154",57.5
"6155",6
"6156",17.5
"6157",2
"6158",12.5
"6159",37.5
"6160",17.5
"6161",4
"6162",27.5
"6163",17.5
"6164",2
"6165",0.5
"6166",6
"6167",32.5
"6168",42.5
"6169",17.5
"6170",12.5
"6171",12.5
"6172",17.5
"6173",12.5
"6174",32.5
"6175",8.5
"6176",2
"6177",37.5
"6178",12.5
"6179",17.5
"6180",37.5
"6181",12.5
"6182",2
"6183",4
"6184",2
"6185",6
"6186",8.5
"6187",2
"6188",27.5
"6189",22.5
"6190",8.5
"6191",22.5
"6192",37.5
"6193",6
"6194",12.5
"6195",2
"6196",6
"6197",17.5
"6198",0.5
"6199",17.5
"6200",42.5
"6201",4
"6202",4
"6203",12.5
"6204",2
"6205",52.5
"6206",12.5
"6207",17.5
"6208",27.5
"6209",4
"6210",32.5
"6211",8.5
"6212",27.5
"6213",2
"6214",12.5
"6215",6
"6216",2
"6217",2
"6218",12.5
"6219",22.5
"6220",4
"6221",4
"6222",12.5
"6223",12.5
"6224",4
"6225",27.5
"6226",12.5
"6227",4
"6228",4
"6229",17.5
"6230",4
"6231",17.5
"6232",8.5
"6233",6
"6234",12.5
"6235",22.5
"6236",57.5
"6237",8.5
"6238",27.5
"6239",6
"6240",8.5
"6241",22.5
"6242",12.5
"6243",4
"6244",12.5
"6245",17.5
"6246",4
"6247",17.5
"6248",27.5
"6249",8.5
"6250",8.5
"6251",32.5
"6252",17.5
"6253",4
"6254",6
"6255",4
"6256",12.5
"6257",4
"6258",2
"6259",37.5
"6260",8.5
"6261",17.5
"6262",12.5
"6263",22.5
"6264",27.5
"6265",27.5
"6266",8.5
"6267",6
"6268",27.5
"6269",6
"6270",8.5
"6271",2
"6272",17.5
"6273",2
"6274",12.5
"6275",22.5
"6276",27.5
"6277",17.5
"6278",4
"6279",27.5
"6280",42.5
"6281",4
"6282",2
"6283",6
"6284",17.5
"6285",4
"6286",12.5
"6287",6
"6288",12.5
"6289",12.5
"6290",8.5
"6291",22.5
"6292",2
"6293",47.5
"6294",27.5
"6295",8.5
"6296",2
"6297",6
"6298",6
"6299",12.5
"6300",6
"6301",12.5
"6302",6
"6303",2
"6304",8.5
"6305",12.5
"6306",8.5
"6307",12.5
"6308",32.5
"6309",8.5
"6310",12.5
"6311",2
"6312",12.5
"6313",0.5
"6314",6
"6315",4
"6316",8.5
"6317",22.5
"6318",2
"6319",8.5
"6320",22.5
"6321",12.5
"6322",8.5
"6323",8.5
"6324",22.5
"6325",17.5
"6326",8.5
"6327",2
"6328",17.5
"6329",17.5
"6330",6
"6331",2
"6332",12.5
"6333",12.5
"6334",12.5
"6335",12.5
"6336",22.5
"6337",6
"6338",4
"6339",6
"6340",6
"6341",27.5
"6342",17.5
"6343",2
"6344",22.5
"6345",8.5
"6346",12.5
"6347",4
"6348",4
"6349",4
"6350",8.5
"6351",12.5
"6352",12.5
"6353",8.5
"6354",12.5
"6355",37.5
"6356",27.5
"6357",8.5
"6358",8.5
"6359",82.5
"6360",17.5
"6361",6
"6362",12.5
"6363",4
"6364",12.5
"6365",6
"6366",37.5
"6367",17.5
"6368",2
"6369",37.5
"6370",0.5
"6371",17.5
"6372",22.5
"6373",27.5
"6374",8.5
"6375",12.5
"6376",17.5
"6377",37.5
"6378",22.5
"6379",6
"6380",2
"6381",2
"6382",8.5
"6383",0.5
"6384",22.5
"6385",12.5
"6386",4
"6387",87.5
"6388",2
"6389",0.5
"6390",17.5
"6391",0.5
"6392",42.5
"6393",12.5
"6394",4
"6395",4
"6396",27.5
"6397",12.5
"6398",12.5
"6399",2
"6400",22.5
"6401",12.5
"6402",8.5
"6403",8.5
"6404",32.5
"6405",17.5
"6406",22.5
"6407",8.5
"6408",0.5
"6409",4
"6410",12.5
"6411",17.5
"6412",42.5
"6413",2
"6414",6
"6415",2
"6416",2
"6417",17.5
"6418",6
"6419",22.5
"6420",4
"6421",6
"6422",12.5
"6423",6
"6424",12.5
"6425",17.5
"6426",4
"6427",0.5
"6428",17.5
"6429",12.5
"6430",8.5
"6431",22.5
"6432",8.5
"6433",42.5
"6434",8.5
"6435",12.5
"6436",2
"6437",12.5
"6438",2
"6439",12.5
"6440",12.5
"6441",8.5
"6442",17.5
"6443",22.5
"6444",22.5
"6445",8.5
"6446",4
"6447",8.5
"6448",42.5
"6449",52.5
"6450",12.5
"6451",42.5
"6452",12.5
"6453",2
"6454",52.5
"6455",17.5
"6456",47.5
"6457",8.5
"6458",6
"6459",2
"6460",8.5
"6461",27.5
"6462",8.5
"6463",12.5
"6464",8.5
"6465",8.5
"6466",42.5
"6467",22.5
"6468",12.5
"6469",12.5
"6470",17.5
"6471",12.5
"6472",42.5
"6473",0.5
"6474",17.5
"6475",37.5
"6476",42.5
"6477",4
"6478",8.5
"6479",12.5
"6480",4
"6481",6
"6482",6
"6483",8.5
"6484",17.5
"6485",8.5
"6486",42.5
"6487",8.5
"6488",12.5
"6489",27.5
"6490",8.5
"6491",32.5
"6492",12.5
"6493",12.5
"6494",17.5
"6495",2
"6496",27.5
"6497",22.5
"6498",22.5
"6499",27.5
"6500",4
"6501",4
"6502",12.5
"6503",0.5
"6504",12.5
"6505",4
"6506",17.5
"6507",2
"6508",2
"6509",0.5
"6510",17.5
"6511",8.5
"6512",4
"6513",12.5
"6514",2
"6515",6
"6516",8.5
"6517",8.5
"6518",27.5
"6519",42.5
"6520",17.5
"6521",4
"6522",6
"6523",22.5
"6524",32.5
"6525",17.5
"6526",4
"6527",2
"6528",17.5
"6529",2
"6530",0.5
"6531",2
"6532",2
"6533",12.5
"6534",12.5
"6535",8.5
"6536",2
"6537",27.5
"6538",4
"6539",12.5
"6540",32.5
"6541",17.5
"6542",8.5
"6543",42.5
"6544",6
"6545",27.5
"6546",4
"6547",6
"6548",27.5
"6549",57.5
"6550",2
"6551",4
"6552",12.5
"6553",2
"6554",8.5
"6555",32.5
"6556",12.5
"6557",27.5
"6558",2
"6559",17.5
"6560",12.5
"6561",8.5
"6562",0.5
"6563",0.5
"6564",4
"6565",12.5
"6566",6
"6567",12.5
"6568",12.5
"6569",42.5
"6570",8.5
"6571",0.5
"6572",27.5
"6573",22.5
"6574",2
"6575",12.5
"6576",4
"6577",12.5
"6578",4
"6579",2
"6580",6
"6581",4
"6582",0.5
"6583",22.5
"6584",6
"6585",6
"6586",17.5
"6587",22.5
"6588",6
"6589",4
"6590",2
"6591",8.5
"6592",12.5
"6593",32.5
"6594",37.5
"6595",37.5
"6596",4
"6597",17.5
"6598",8.5
"6599",6
"6600",17.5
"6601",8.5
"6602",2
"6603",12.5
"6604",0.5
"6605",27.5
"6606",12.5
"6607",2
"6608",6
"6609",8.5
"6610",22.5
"6611",6
"6612",2
"6613",37.5
"6614",2
"6615",17.5
"6616",2
"6617",6
"6618",12.5
"6619",4
"6620",22.5
"6621",2
"6622",12.5
"6623",4
"6624",12.5
"6625",32.5
"6626",12.5
"6627",37.5
"6628",12.5
"6629",8.5
"6630",4
"6631",0.5
"6632",4
"6633",2
"6634",27.5
"6635",8.5
"6636",0.5
"6637",8.5
"6638",4
"6639",12.5
"6640",32.5
"6641",72.5
"6642",12.5
"6643",4
"6644",12.5
"6645",4
"6646",2
"6647",8.5
"6648",17.5
"6649",12.5
"6650",4
"6651",2
"6652",8.5
"6653",37.5
"6654",8.5
"6655",8.5
"6656",17.5
"6657",4
"6658",4
"6659",8.5
"6660",4
"6661",22.5
"6662",12.5
"6663",8.5
"6664",32.5
"6665",12.5
"6666",8.5
"6667",2
"6668",12.5
"6669",6
"6670",8.5
"6671",8.5
"6672",8.5
"6673",8.5
"6674",0.5
"6675",2
"6676",2
"6677",42.5
"6678",0.5
"6679",8.5
"6680",37.5
"6681",4
"6682",0.5
"6683",2
"6684",12.5
"6685",8.5
"6686",27.5
"6687",12.5
"6688",12.5
"6689",22.5
"6690",2
"6691",47.5
"6692",4
"6693",0.5
"6694",42.5
"6695",2
"6696",4
"6697",6
"6698",27.5
"6699",22.5
"6700",82.5
"6701",2
"6702",27.5
"6703",32.5
"6704",0.5
"6705",2
"6706",17.5
"6707",2
"6708",8.5
"6709",12.5
"6710",17.5
"6711",42.5
"6712",8.5
"6713",2
"6714",6
"6715",8.5
"6716",2
"6717",8.5
"6718",12.5
"6719",52.5
"6720",17.5
"6721",2
"6722",4
"6723",2
"6724",2
"6725",2
"6726",32.5
"6727",8.5
"6728",6
"6729",12.5
"6730",6
"6731",4
"6732",4
"6733",6
"6734",6
"6735",6
"6736",22.5
"6737",42.5
"6738",4
"6739",8.5
"6740",8.5
"6741",6
"6742",0.5
"6743",2
"6744",2
"6745",12.5
"6746",2
"6747",37.5
"6748",12.5
"6749",22.5
"6750",12.5
"6751",17.5
"6752",4
"6753",6
"6754",12.5
"6755",4
"6756",22.5
"6757",32.5
"6758",2
"6759",22.5
"6760",12.5
"6761",17.5
"6762",22.5
"6763",4
"6764",12.5
"6765",22.5
"6766",12.5
"6767",4
"6768",12.5
"6769",12.5
"6770",17.5
"6771",12.5
"6772",12.5
"6773",2
"6774",12.5
"6775",12.5
"6776",27.5
"6777",17.5
"6778",17.5
"6779",4
"6780",8.5
"6781",8.5
"6782",6
"6783",2
"6784",12.5
"6785",12.5
"6786",27.5
"6787",17.5
"6788",47.5
"6789",67.5
"6790",8.5
"6791",0.5
"6792",17.5
"6793",67.5
"6794",8.5
"6795",12.5
"6796",0.5
"6797",22.5
"6798",0.5
"6799",17.5
"6800",27.5
"6801",6
"6802",8.5
"6803",17.5
"6804",2
"6805",17.5
"6806",12.5
"6807",22.5
"6808",22.5
"6809",8.5
"6810",0.5
"6811",2
"6812",8.5
"6813",52.5
"6814",12.5
"6815",27.5
"6816",27.5
"6817",4
"6818",4
"6819",12.5
"6820",2
"6821",2
"6822",2
"6823",17.5
"6824",47.5
"6825",4
"6826",22.5
"6827",2
"6828",22.5
"6829",2
"6830",8.5
"6831",4
"6832",17.5
"6833",17.5
"6834",17.5
"6835",2
"6836",8.5
"6837",12.5
"6838",22.5
"6839",37.5
"6840",2
"6841",17.5
"6842",4
"6843",12.5
"6844",17.5
"6845",6
"6846",6
"6847",2
"6848",2
"6849",4
"6850",32.5
"6851",22.5
"6852",12.5
"6853",2
"6854",2
"6855",4
"6856",6
"6857",22.5
"6858",27.5
"6859",8.5
"6860",72.5
"6861",4
"6862",32.5
"6863",22.5
"6864",12.5
"6865",57.5
"6866",17.5
"6867",17.5
"6868",22.5
"6869",2
"6870",2
"6871",2
"6872",12.5
"6873",8.5
"6874",57.5
"6875",4
"6876",6
"6877",12.5
"6878",2
"6879",17.5
"6880",4
"6881",6
"6882",2
"6883",8.5
"6884",2
"6885",22.5
"6886",27.5
"6887",12.5
"6888",32.5
"6889",2
"6890",8.5
"6891",2
"6892",2
"6893",6
"6894",0.5
"6895",42.5
"6896",8.5
"6897",2
"6898",17.5
"6899",27.5
"6900",2
"6901",8.5
"6902",2
"6903",6
"6904",2
"6905",4
"6906",27.5
"6907",8.5
"6908",6
"6909",6
"6910",57.5
"6911",22.5
"6912",17.5
"6913",12.5
"6914",22.5
"6915",32.5
"6916",4
"6917",0.5
"6918",4
"6919",17.5
"6920",4
"6921",17.5
"6922",17.5
"6923",4
"6924",12.5
"6925",37.5
"6926",4
"6927",8.5
"6928",4
"6929",6
"6930",17.5
"6931",0.5
"6932",2
"6933",42.5
"6934",8.5
"6935",27.5
"6936",4
"6937",4
"6938",8.5
"6939",62.5
"6940",22.5
"6941",37.5
"6942",42.5
"6943",12.5
"6944",22.5
"6945",4
"6946",12.5
"6947",2
"6948",12.5
"6949",17.5
"6950",2
"6951",12.5
"6952",2
"6953",6
"6954",6
"6955",2
"6956",2
"6957",32.5
"6958",27.5
"6959",8.5
"6960",17.5
"6961",22.5
"6962",2
"6963",12.5
"6964",37.5
"6965",2
"6966",12.5
"6967",8.5
"6968",2
"6969",4
"6970",12.5
"6971",8.5
"6972",4
"6973",27.5
"6974",8.5
"6975",12.5
"6976",8.5
"6977",37.5
"6978",2
"6979",2
"6980",2
"6981",8.5
"6982",2
"6983",0.5
"6984",8.5
"6985",17.5
"6986",8.5
"6987",6
"6988",2
"6989",17.5
"6990",0.5
"6991",4
"6992",12.5
"6993",2
"6994",12.5
"6995",12.5
"6996",6
"6997",12.5
"6998",4
"6999",17.5
"7000",22.5
"7001",27.5
"7002",12.5
"7003",12.5
"7004",6
"7005",8.5
"7006",47.5
"7007",4
"7008",17.5
"7009",4
"7010",4
"7011",17.5
"7012",17.5
"7013",4
"7014",4
"7015",32.5
"7016",37.5
"7017",12.5
"7018",4
"7019",12.5
"7020",2
"7021",42.5
"7022",12.5
"7023",8.5
"7024",4
"7025",22.5
"7026",2
"7027",8.5
"7028",8.5
"7029",8.5
"7030",8.5
"7031",4
"7032",47.5
"7033",42.5
"7034",57.5
"7035",12.5
"7036",8.5
"7037",2
"7038",8.5
"7039",6
"7040",57.5
"7041",2
"7042",22.5
"7043",2
"7044",8.5
"7045",2
"7046",2
"7047",6
"7048",8.5
"7049",42.5
"7050",6
"7051",22.5
"7052",17.5
"7053",8.5
"7054",82.5
"7055",37.5
"7056",2
"7057",32.5
"7058",2
"7059",12.5
"7060",2
"7061",2
"7062",37.5
"7063",32.5
"7064",2
"7065",17.5
"7066",17.5
"7067",4
"7068",27.5
"7069",6
"7070",8.5
"7071",4
"7072",42.5
"7073",17.5
"7074",17.5
"7075",17.5
"7076",6
"7077",57.5
"7078",22.5
"7079",37.5
"7080",6
"7081",2
"7082",32.5
"7083",6
"7084",8.5
"7085",2
"7086",8.5
"7087",37.5
"7088",17.5
"7089",22.5
"7090",12.5
"7091",8.5
"7092",27.5
"7093",2
"7094",8.5
"7095",27.5
"7096",8.5
"7097",2
"7098",4
"7099",4
"7100",17.5
"7101",8.5
"7102",4
"7103",6
"7104",8.5
"7105",4
"7106",17.5
"7107",27.5
"7108",2
"7109",2
"7110",4
"7111",12.5
"7112",37.5
"7113",8.5
"7114",22.5
"7115",12.5
"7116",4
"7117",4
"7118",22.5
"7119",32.5
"7120",37.5
"7121",12.5
"7122",17.5
"7123",12.5
"7124",22.5
"7125",0.5
"7126",57.5
"7127",0.5
"7128",0.5
"7129",4
"7130",17.5
"7131",4
"7132",2
"7133",12.5
"7134",27.5
"7135",22.5
"7136",4
"7137",12.5
"7138",8.5
"7139",12.5
"7140",4
"7141",27.5
"7142",8.5
"7143",32.5
"7144",17.5
"7145",0.5
"7146",8.5
"7147",2
"7148",17.5
"7149",4
"7150",2
"7151",2
"7152",6
"7153",17.5
"7154",17.5
"7155",4
"7156",17.5
"7157",17.5
"7158",8.5
"7159",27.5
"7160",17.5
"7161",12.5
"7162",6
"7163",8.5
"7164",12.5
"7165",2
"7166",6
"7167",12.5
"7168",6
"7169",17.5
"7170",8.5
"7171",4
"7172",27.5
"7173",4
"7174",0.5
"7175",4
"7176",4
"7177",2
"7178",2
"7179",8.5
"7180",0.5
"7181",12.5
"7182",17.5
"7183",4
"7184",2
"7185",2
"7186",2
"7187",57.5
"7188",22.5
"7189",6
"7190",8.5
"7191",8.5
"7192",22.5
"7193",37.5
"7194",4
"7195",22.5
"7196",8.5
"7197",12.5
"7198",8.5
"7199",2
"7200",8.5
"7201",2
"7202",8.5
"7203",17.5
"7204",8.5
"7205",22.5
"7206",4
"7207",12.5
"7208",22.5
"7209",8.5
"7210",6
"7211",12.5
"7212",17.5
"7213",8.5
"7214",0.5
"7215",17.5
"7216",12.5
"7217",22.5
"7218",6
"7219",4
"7220",17.5
"7221",12.5
"7222",12.5
"7223",8.5
"7224",6
"7225",6
"7226",4
"7227",0.5
"7228",6
"7229",22.5
"7230",8.5
"7231",2
"7232",6
"7233",6
"7234",8.5
"7235",62.5
"7236",6
"7237",2
"7238",12.5
"7239",2
"7240",32.5
"7241",4
"7242",2
"7243",27.5
"7244",4
"7245",2
"7246",8.5
"7247",17.5
"7248",22.5
"7249",8.5
"7250",4
"7251",42.5
"7252",2
"7253",4
"7254",42.5
"7255",17.5
"7256",6
"7257",4
"7258",37.5
"7259",42.5
"7260",12.5
"7261",22.5
"7262",8.5
"7263",17.5
"7264",37.5
"7265",4
"7266",22.5
"7267",12.5
"7268",12.5
"7269",0.5
"7270",12.5
"7271",2
"7272",52.5
"7273",32.5
"7274",4
"7275",17.5
"7276",6
"7277",12.5
"7278",4
"7279",8.5
"7280",8.5
"7281",17.5
"7282",47.5
"7283",17.5
"7284",22.5
"7285",2
"7286",2
"7287",42.5
"7288",4
"7289",12.5
"7290",12.5
"7291",0.5
"7292",2
"7293",37.5
"7294",17.5
"7295",6
"7296",6
"7297",4
"7298",22.5
"7299",2
"7300",17.5
"7301",52.5
"7302",42.5
"7303",22.5
"7304",2
"7305",6
"7306",6
"7307",37.5
"7308",8.5
"7309",6
"7310",0.5
"7311",22.5
"7312",27.5
"7313",12.5
"7314",4
"7315",17.5
"7316",42.5
"7317",27.5
"7318",17.5
"7319",47.5
"7320",8.5
"7321",4
"7322",8.5
"7323",6
"7324",17.5
"7325",22.5
"7326",2
"7327",8.5
"7328",6
"7329",0.5
"7330",6
"7331",6
"7332",8.5
"7333",57.5
"7334",2
"7335",22.5
"7336",32.5
"7337",4
"7338",8.5
"7339",17.5
"7340",12.5
"7341",4
"7342",17.5
"7343",22.5
"7344",2
"7345",12.5
"7346",4
"7347",37.5
"7348",17.5
"7349",8.5
"7350",12.5
"7351",12.5
"7352",2
"7353",17.5
"7354",2
"7355",27.5
"7356",6
"7357",2
"7358",2
"7359",6
"7360",17.5
"7361",0.5
"7362",6
"7363",4
"7364",2
"7365",12.5
"7366",4
"7367",12.5
"7368",4
"7369",22.5
"7370",2
"7371",4
"7372",17.5
"7373",2
"7374",4
"7375",4
"7376",42.5
"7377",2
"7378",6
"7379",6
"7380",8.5
"7381",12.5
"7382",2
"7383",2
"7384",17.5
"7385",4
"7386",6
"7387",42.5
"7388",22.5
"7389",37.5
"7390",17.5
"7391",12.5
"7392",2
"7393",12.5
"7394",6
"7395",2
"7396",0.5
"7397",8.5
"7398",12.5
"7399",8.5
"7400",8.5
"7401",12.5
"7402",17.5
"7403",4
"7404",32.5
"7405",2
"7406",8.5
"7407",17.5
"7408",32.5
"7409",12.5
"7410",22.5
"7411",6
"7412",8.5
"7413",27.5
"7414",17.5
"7415",2
"7416",12.5
"7417",4
"7418",6
"7419",22.5
"7420",22.5
"7421",52.5
"7422",2
"7423",6
"7424",32.5
"7425",2
"7426",22.5
"7427",2
"7428",22.5
"7429",2
"7430",22.5
"7431",2
"7432",8.5
"7433",4
"7434",47.5
"7435",2
"7436",4
"7437",37.5
"7438",8.5
"7439",2
"7440",12.5
"7441",62.5
"7442",12.5
"7443",2
"7444",4
"7445",42.5
"7446",8.5
"7447",6
"7448",2
"7449",2
"7450",27.5
"7451",8.5
"7452",12.5
"7453",8.5
"7454",27.5
"7455",4
"7456",8.5
"7457",2
"7458",27.5
"7459",4
"7460",42.5
"7461",42.5
"7462",42.5
"7463",12.5
"7464",17.5
"7465",2
"7466",2
"7467",12.5
"7468",47.5
"7469",6
"7470",2
"7471",2
"7472",0.5
"7473",8.5
"7474",22.5
"7475",4
"7476",12.5
"7477",2
"7478",22.5
"7479",32.5
"7480",32.5
"7481",8.5
"7482",2
"7483",27.5
"7484",4
"7485",6
"7486",12.5
"7487",27.5
"7488",12.5
"7489",4
"7490",2
"7491",2
"7492",27.5
"7493",27.5
"7494",6
"7495",2
"7496",2
"7497",17.5
"7498",8.5
"7499",4
"7500",17.5
"7501",17.5
"7502",17.5
"7503",2
"7504",42.5
"7505",4
"7506",4
"7507",12.5
"7508",12.5
"7509",27.5
"7510",6
"7511",32.5
"7512",6
"7513",2
"7514",2
"7515",2
"7516",4
"7517",17.5
"7518",2
"7519",27.5
"7520",17.5
"7521",27.5
"7522",6
"7523",22.5
"7524",6
"7525",22.5
"7526",17.5
"7527",0.5
"7528",8.5
"7529",2
"7530",17.5
"7531",2
"7532",2
"7533",17.5
"7534",6
"7535",32.5
"7536",17.5
"7537",17.5
"7538",32.5
"7539",12.5
"7540",2
"7541",6
"7542",12.5
"7543",6
"7544",12.5
"7545",8.5
"7546",8.5
"7547",8.5
"7548",22.5
"7549",27.5
"7550",0.5
"7551",2
"7552",12.5
"7553",2
"7554",22.5
"7555",37.5
"7556",2
"7557",8.5
"7558",2
"7559",12.5
"7560",12.5
"7561",17.5
"7562",4
"7563",12.5
"7564",0.5
"7565",12.5
"7566",17.5
"7567",2
"7568",57.5
"7569",22.5
"7570",17.5
"7571",8.5
"7572",17.5
"7573",27.5
"7574",6
"7575",17.5
"7576",52.5
"7577",12.5
"7578",2
"7579",12.5
"7580",6
"7581",6
"7582",4
"7583",12.5
"7584",2
"7585",32.5
"7586",12.5
"7587",2
"7588",12.5
"7589",42.5
"7590",4
"7591",8.5
"7592",2
"7593",37.5
"7594",4
"7595",17.5
"7596",17.5
"7597",22.5
"7598",4
"7599",17.5
"7600",6
"7601",2
"7602",22.5
"7603",32.5
"7604",22.5
"7605",22.5
"7606",17.5
"7607",12.5
"7608",8.5
"7609",2
"7610",6
"7611",6
"7612",6
"7613",2
"7614",4
"7615",6
"7616",27.5
"7617",17.5
"7618",6
"7619",4
"7620",12.5
"7621",8.5
"7622",2
"7623",37.5
"7624",32.5
"7625",47.5
"7626",6
"7627",22.5
"7628",4
"7629",4
"7630",12.5
"7631",17.5
"7632",8.5
"7633",22.5
"7634",37.5
"7635",0.5
"7636",57.5
"7637",0.5
"7638",32.5
"7639",22.5
"7640",27.5
"7641",2
"7642",4
"7643",8.5
"7644",4
"7645",2
"7646",8.5
"7647",22.5
"7648",22.5
"7649",0.5
"7650",12.5
"7651",32.5
"7652",8.5
"7653",2
"7654",8.5
"7655",6
"7656",2
"7657",2
"7658",32.5
"7659",17.5
"7660",0.5
"7661",8.5
"7662",12.5
"7663",2
"7664",37.5
"7665",8.5
"7666",8.5
"7667",6
"7668",12.5
"7669",17.5
"7670",17.5
"7671",8.5
"7672",4
"7673",2
"7674",12.5
"7675",6
"7676",2
"7677",6
"7678",8.5
"7679",4
"7680",2
"7681",2
"7682",12.5
"7683",27.5
"7684",2
"7685",27.5
"7686",6
"7687",4
"7688",67.5
"7689",0.5
"7690",6
"7691",37.5
"7692",2
"7693",17.5
"7694",6
"7695",4
"7696",12.5
"7697",17.5
"7698",12.5
"7699",4
"7700",8.5
"7701",17.5
"7702",2
"7703",12.5
"7704",12.5
"7705",17.5
"7706",8.5
"7707",12.5
"7708",12.5
"7709",12.5
"7710",17.5
"7711",2
"7712",8.5
"7713",4
"7714",4
"7715",0.5
"7716",6
"7717",0.5
"7718",57.5
"7719",22.5
"7720",6
"7721",37.5
"7722",22.5
"7723",2
"7724",2
"7725",4
"7726",42.5
"7727",17.5
"7728",12.5
"7729",17.5
"7730",22.5
"7731",6
"7732",4
"7733",8.5
"7734",2
"7735",2
"7736",17.5
"7737",17.5
"7738",12.5
"7739",12.5
"7740",4
"7741",2
"7742",8.5
"7743",37.5
"7744",17.5
"7745",8.5
"7746",22.5
"7747",8.5
"7748",6
"7749",6
"7750",22.5
"7751",27.5
"7752",17.5
"7753",8.5
"7754",12.5
"7755",47.5
"7756",17.5
"7757",6
"7758",8.5
"7759",37.5
"7760",4
"7761",0.5
"7762",17.5
"7763",4
"7764",32.5
"7765",6
"7766",4
"7767",32.5
"7768",17.5
"7769",8.5
"7770",12.5
"7771",2
"7772",0.5
"7773",22.5
"7774",2
"7775",12.5
"7776",6
"7777",6
"7778",17.5
"7779",17.5
"7780",2
"7781",4
"7782",42.5
"7783",12.5
"7784",22.5
"7785",6
"7786",2
"7787",17.5
"7788",6
"7789",8.5
"7790",52.5
"7791",22.5
"7792",2
"7793",22.5
"7794",8.5
"7795",22.5
"7796",12.5
"7797",12.5
"7798",2
"7799",12.5
"7800",8.5
"7801",47.5
"7802",2
"7803",12.5
"7804",22.5
"7805",2
"7806",22.5
"7807",17.5
"7808",12.5
"7809",2
"7810",12.5
"7811",52.5
"7812",37.5
"7813",12.5
"7814",2
"7815",2
"7816",2
"7817",12.5
"7818",0.5
"7819",8.5
"7820",4
"7821",27.5
"7822",4
"7823",27.5
"7824",4
"7825",6
"7826",17.5
"7827",4
"7828",62.5
"7829",6
"7830",6
"7831",2
"7832",12.5
